requirement_id,type,feature_id,title,decisions,user_journeys,cross_cutting_nfrs,source_file
FR-197,FR,F18,Parallelize only dependency-independent work,D013;D014;D019;D024,UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-198,FR,F18,Use quality-gated candidate races,D003;D021;D024;D033,UJ-08;UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-199,FR,F18,Route model and compute by task complexity and risk,D003;D012;D020;D024,UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-200,FR,F18,Isolate independent evaluators from generator context,D014;D020;D021;D024,UJ-08;UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-201,FR,F18,Place human gates according to authority and operational risk,D002;D006;D010;D024;D027,UJ-04;UJ-09;UJ-13;UJ-14,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-202,FR,F18,Expose workflow queues and status transitions,D006;D025,UJ-09;UJ-13;UJ-14,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-203,FR,F18,Emit node-level workflow telemetry,D024;D025;D027,UJ-09;UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-204,FR,F18,Test complete workflow behavior at public seams,D003;D022;D023;D024;D032,UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-205,FR,F18,Run workflow fault-injection and recovery tests,D022;D023;D024;D026,UJ-12;UJ-14,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-206,FR,F18,Promote workflow definitions through CI and release gates,D003;D021;D022;D024;D028,UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-207,FR,F18,"Version, migrate, and roll back workflow profiles",D011;D025;D028,UJ-12;UJ-14,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-208,FR,F18,Provide specialized incident and hotfix workflows,D002;D024;D025;D026;D027;D028,UJ-09;UJ-14,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-209,FR,F18,"Measure workflow cost, latency, quality, and intervention",D003;D020;D024;D025,UJ-12;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
FR-210,FR,F18,Reject monolithic skill-owned production workflows,D001;D012;D013;D014;D017;D027;D033,UJ-11;UJ-13,NFR-REL-001;NFR-REL-002;NFR-REL-003;NFR-REL-004;NFR-PERF-002;NFR-PERF-003;NFR-PERF-004;NFR-TRACE-001;NFR-TRACE-002;NFR-TRACE-003;NFR-OBS-001;NFR-OBS-002;NFR-OBS-004;NFR-SEC-003;NFR-SEC-004;NFR-COMPAT-002;NFR-PORT-002;NFR-ARCH-001;NFR-ARCH-002;NFR-TEST-001;NFR-WORKFLOW-001;NFR-WORKFLOW-002;NFR-WORKFLOW-003;NFR-WORKFLOW-004;NFR-WORKFLOW-005;NFR-WORKFLOW-006;NFR-WORKFLOW-007;NFR-WORKFLOW-008;NFR-WORKFLOW-009;NFR-WORKFLOW-010;NFR-WORKFLOW-011;NFR-WORKFLOW-012,prd/05-features/F18-builder-workflow-runtime.md
NFR-REL-001,NFR,,Deterministic replay,,,,prd/06-cross-cutting-nfrs.md
NFR-REL-002,NFR,,Resumability,,,,prd/06-cross-cutting-nfrs.md
NFR-REL-003,NFR,,Idempotent compilation,,,,prd/06-cross-cutting-nfrs.md
NFR-REL-004,NFR,,Failure isolation,,,,prd/06-cross-cutting-nfrs.md
NFR-PERF-001,NFR,,Interactive Control Tower,,,,prd/06-cross-cutting-nfrs.md
NFR-PERF-002,NFR,,Compilation budget visibility,,,,prd/06-cross-cutting-nfrs.md
NFR-PERF-003,NFR,,No hidden budget overflow,,,,prd/06-cross-cutting-nfrs.md
NFR-PERF-004,NFR,,Parallel-safe work,,,,prd/06-cross-cutting-nfrs.md
NFR-TRACE-001,NFR,,End-to-end provenance,,,,prd/06-cross-cutting-nfrs.md
NFR-TRACE-002,NFR,,Append-only operational history,,,,prd/06-cross-cutting-nfrs.md
NFR-TRACE-003,NFR,,Evaluated artifact identity,,,,prd/06-cross-cutting-nfrs.md
NFR-TRACE-004,NFR,,Knowledge-status integrity,,,,prd/06-cross-cutting-nfrs.md
NFR-OBS-001,NFR,,Event completeness,,,,prd/06-cross-cutting-nfrs.md
NFR-OBS-002,NFR,,Evidence-backed status,,,,prd/06-cross-cutting-nfrs.md
NFR-OBS-003,NFR,,No second source of truth,,,,prd/06-cross-cutting-nfrs.md
NFR-OBS-004,NFR,,Exportability,,,,prd/06-cross-cutting-nfrs.md
NFR-SEC-001,NFR,,Source immutability,,,,prd/06-cross-cutting-nfrs.md
NFR-SEC-002,NFR,,Path and archive safety,,,,prd/06-cross-cutting-nfrs.md
NFR-SEC-003,NFR,,Authority enforcement,,,,prd/06-cross-cutting-nfrs.md
NFR-SEC-004,NFR,,Secret isolation,,,,prd/06-cross-cutting-nfrs.md
NFR-COMPAT-001,NFR,,V2.1 compatibility,,,,prd/06-cross-cutting-nfrs.md
NFR-COMPAT-002,NFR,,Schema evolution,,,,prd/06-cross-cutting-nfrs.md
NFR-COMPAT-003,NFR,,Artifact deprecation,,,,prd/06-cross-cutting-nfrs.md
NFR-PORT-001,NFR,,Portable source profiles,,,,prd/06-cross-cutting-nfrs.md
NFR-PORT-002,NFR,,Runtime adapter boundary,,,,prd/06-cross-cutting-nfrs.md
NFR-UX-001,NFR,,Accessible Control Tower,,,,prd/06-cross-cutting-nfrs.md
NFR-UX-002,NFR,,Progressive disclosure,,,,prd/06-cross-cutting-nfrs.md
NFR-EVAL-001,NFR,,Protected benchmark integrity,,,,prd/06-cross-cutting-nfrs.md
NFR-EVAL-002,NFR,,Repeated-run measurement,,,,prd/06-cross-cutting-nfrs.md
NFR-EVAL-003,NFR,,Independent evaluation,,,,prd/06-cross-cutting-nfrs.md
NFR-MAINT-001,NFR,,Single-source generation,,,,prd/06-cross-cutting-nfrs.md
NFR-MAINT-002,NFR,,Skill ecology maintainability,,,,prd/06-cross-cutting-nfrs.md
NFR-MAINT-003,NFR,,Category migration safety,,,,prd/06-cross-cutting-nfrs.md
NFR-SCALE-001,NFR,,Corpus-scale evidence processing,,,,prd/06-cross-cutting-nfrs.md
NFR-ARCH-001,NFR,,Explicit ownership integrity,,,,prd/06-cross-cutting-nfrs.md
NFR-ARCH-002,NFR,,Executable graph integrity,,,,prd/06-cross-cutting-nfrs.md
NFR-TEST-001,NFR,,Public-seam testability,,,,prd/06-cross-cutting-nfrs.md
NFR-CAT-001,NFR,,Category isolation,,,,prd/06-cross-cutting-nfrs.md
NFR-CAT-002,NFR,,Atomic creative ownership,,,,prd/06-cross-cutting-nfrs.md
NFR-CAT-003,NFR,,Sequence fidelity,,,,prd/06-cross-cutting-nfrs.md
NFR-EVAL-004,NFR,,Category-appropriate evaluation,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-001,NFR,,Reproducible workflow routing,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-002,NFR,,Explicit actor ownership,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-003,NFR,,Typed node handoffs,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-004,NFR,,Bounded control flow,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-005,NFR,,Idempotent workflow resume,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-006,NFR,,Failure containment,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-007,NFR,,Sandbox least privilege,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-008,NFR,,Bounded parallelism,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-009,NFR,,Risk-aware model and compute routing,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-010,NFR,,Workflow observability,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-011,NFR,,Workflow-level testability,,,,prd/06-cross-cutting-nfrs.md
NFR-WORKFLOW-012,NFR,,Versioned promotion and rollback,,,,prd/06-cross-cutting-nfrs.md
