inventory_id,change_kind,changed_fields,previous_normative_text,current_normative_text,previous_active_blockers,current_active_blockers,previous_primary_specs,current_primary_specs
FR-172,UPDATED,verification_refs,"The asset-editor profile must cover asset taxonomy, demand-contract intake, semantic non-mutation, source and rights provenance, research and provider routing, transformation authority, quality, versions, receipts, repair, and editor authorization.","The asset-editor profile must cover asset taxonomy, demand-contract intake, semantic non-mutation, source and rights provenance, research and provider routing, transformation authority, quality, versions, receipts, repair, and editor authorization.",BD-014,BD-014,TS-11,TS-11
FR-173,UPDATED,verification_refs,"The delegation profile must cover request and response ABI, ownership boundaries, compatibility, idempotency, timeouts, retries, partial results, errors, provenance, reconciliation, version negotiation, and certification between one content harness and one asset editor.","The delegation profile must cover request and response ABI, ownership boundaries, compatibility, idempotency, timeouts, retries, partial results, errors, provenance, reconciliation, version negotiation, and certification between one content harness and one asset editor.",BD-014,BD-014,TS-11,TS-11
FR-174,UPDATED,verification_refs,"Each compilation target must declare its own required repositories, contracts, examples, prior implementations, doctrine, and target folder expectations.","Each compilation target must declare its own required repositories, contracts, examples, prior implementations, doctrine, and target folder expectations.",BD-014,BD-014,TS-11,TS-11
FR-175,UPDATED,verification_refs,"The canonical Harness IR must provide a shared governance spine plus typed target-local sections and validation rules for content, editor, and delegation products.","The canonical Harness IR must provide a shared governance spine plus typed target-local sections and validation rules for content, editor, and delegation products.",BD-014,BD-014,TS-11,TS-11
FR-176,UPDATED,verification_refs,"Each target must define the constitutional decisions, dependencies, evidence, ratification owners, and cascade-lock conditions appropriate to its authority and product promise.","Each target must define the constitutional decisions, dependencies, evidence, ratification owners, and cascade-lock conditions appropriate to its authority and product promise.",BD-014,BD-014,TS-11,TS-11
FR-177,UPDATED,verification_refs,"Each target profile must declare its required specifications, contracts, skills, graphs, tests, benchmarks, observability views, Development Capsule contents, and readiness receipts.","Each target profile must declare its required specifications, contracts, skills, graphs, tests, benchmarks, observability views, Development Capsule contents, and readiness receipts.",BD-014,BD-014,TS-11,TS-11
FR-178,UPDATED,verification_refs,"The score dimensions, hard blockers, skill maturity, benchmark corpus, repair routes, and implementation authorization criteria must be profile-specific while preserving shared evidence and integrity gates.","The score dimensions, hard blockers, skill maturity, benchmark corpus, repair routes, and implementation authorization criteria must be profile-specific while preserving shared evidence and integrity gates.",BD-014,BD-014,TS-11,TS-11
FR-179,UPDATED,verification_refs,The Builder must reject attempts to model all three targets as one generic agent schema whose meaning depends on optional fields and prose conventions.,The Builder must reject attempts to model all three targets as one generic agent schema whose meaning depends on optional fields and prose conventions.,BD-014,BD-014,TS-11,TS-11
FR-180,UPDATED,verification_refs,"Where products interact, the Builder must validate content demand contracts, editor response contracts, delegation versions, ownership, provenance, error semantics, and authorization compatibility.","Where products interact, the Builder must validate content demand contracts, editor response contracts, delegation versions, ownership, provenance, error semantics, and authorization compatibility.",BD-014,BD-014,TS-11,TS-11
FR-181,UPDATED,verification_refs,"The Builder must represent each executable Builder workflow as a versioned Workflow IR containing profile identity, nodes, actor assignments, contracts, conditions, routes, budgets, isolation, events, retries, human gates, tests, and promotion status.","The Builder must represent each executable Builder workflow as a versioned Workflow IR containing profile identity, nodes, actor assignments, contracts, conditions, routes, budgets, isolation, events, retries, human gates, tests, and promotion status.",,,TS-14,TS-14
FR-182,UPDATED,verification_refs,"Every workflow node must declare deterministic code, bounded agent program, human gate, or governed hybrid as its primary actor and must state why that actor is appropriate.","Every workflow node must declare deterministic code, bounded agent program, human gate, or governed hybrid as its primary actor and must state why that actor is appropriate.",,,TS-14,TS-14
FR-183,UPDATED,verification_refs,"The Workflow IR must represent node prerequisites, entry conditions, success and failure exits, conditional routes, approved feedback loops, terminal states, and downstream invalidation.","The Workflow IR must represent node prerequisites, entry conditions, success and failure exits, conditional routes, approved feedback loops, terminal states, and downstream invalidation.",,,TS-14,TS-14
FR-184,UPDATED,verification_refs,"The Builder Workflow Runtime must compile its executable node graph from the governed lifecycle, target profile, capability ownership, phase, context, contract, dependency, repair, and authorization definitions rather than maintain an unrelated orchestration model.","The Builder Workflow Runtime must compile its executable node graph from the governed lifecycle, target profile, capability ownership, phase, context, contract, dependency, repair, and authorization definitions rather than maintain an unrelated orchestration model.",,,TS-14,TS-14
FR-185,UPDATED,verification_refs,"The product must register specialized workflows for materially different work classes, initially including new harness compilation, incremental evidence refresh, V2.1 migration, skill regression, category-constitution change, benchmark regression, repair, incident hotfix, and re-certification as they become release-scoped.","The product must register specialized workflows for materially different work classes, initially including new harness compilation, incremental evidence refresh, V2.1 migration, skill regression, category-constitution change, benchmark regression, repair, incident hotfix, and re-certification as they become release-scoped.",,,TS-14,TS-14
FR-186,UPDATED,verification_refs,"A deterministic or bounded classifier must select an eligible Workflow Profile from request type, compilation target, run state, risk, incident class, and registry policy before execution begins.","A deterministic or bounded classifier must select an eligible Workflow Profile from request type, compilation target, run state, risk, incident class, and registry policy before execution begins.",,,TS-14,TS-14
FR-187,UPDATED,verification_refs,"The selected Release 1 reference path must first be executed and observed end to end with every human action, agent judgment, deterministic operation, handoff, condition, failure, cost, and artifact recorded before the workflow is promoted for automation.","The selected Release 1 reference path must first be executed and observed end to end with every human action, agent judgment, deterministic operation, handoff, condition, failure, cost, and artifact recorded before the workflow is promoted for automation.",,,TS-14,TS-14
FR-188,UPDATED,verification_refs,"The runtime must invoke deterministic transforms, validators, linters, schema checks, graph checks, parsers, and state mutations as code-owned nodes outside the agent skill or prompt that consumes their results.","The runtime must invoke deterministic transforms, validators, linters, schema checks, graph checks, parsers, and state mutations as code-owned nodes outside the agent skill or prompt that consumes their results.",,,TS-14,TS-14
FR-189,UPDATED,verification_refs,"Every agent-owned node must run from a versioned typed model program or agent adapter using the exact approved JIT Execution Capsule, input contracts, model policy, and tool permissions for that node.","Every agent-owned node must run from a versioned typed model program or agent adapter using the exact approved JIT Execution Capsule, input contracts, model policy, and tool permissions for that node.",,,TS-14,TS-14
FR-190,UPDATED,verification_refs,"A node output must pass all declared deterministic validators, semantic evaluators, authority checks, and completion criteria before its contract becomes consumable by downstream nodes.","A node output must pass all declared deterministic validators, semantic evaluators, authority checks, and completion criteria before its contract becomes consumable by downstream nodes.",,,TS-14,TS-14
FR-191,UPDATED,verification_refs,"When a validator or evaluator fails, the runtime must package the minimal complete failure evidence and route it to the root-cause owner defined by the Repair and Invalidation Graph rather than replay the entire run.","When a validator or evaluator fails, the runtime must package the minimal complete failure evidence and route it to the root-cause owner defined by the Repair and Invalidation Graph rather than replay the entire run.",,,TS-14,TS-14
FR-192,UPDATED,verification_refs,"The repair workflow must reproduce and localize a workflow failure, compare working and failing paths, state a testable root-cause hypothesis, and gather evidence before modifying the responsible node, route, skill, or contract.","The repair workflow must reproduce and localize a workflow failure, compare working and failing paths, state a testable root-cause hypothesis, and gather evidence before modifying the responsible node, route, skill, or contract.",,,TS-14,TS-14
FR-193,UPDATED,verification_refs,"Every retryable node and feedback edge must declare maximum attempts, backoff or scheduling policy, timeout, retryable failure classes, non-retryable failures, circuit-breaker condition, and escalation destination.","Every retryable node and feedback edge must declare maximum attempts, backoff or scheduling policy, timeout, retryable failure classes, non-retryable failures, circuit-breaker condition, and escalation destination.",,,TS-14,TS-14
FR-194,UPDATED,verification_refs,"The runtime must checkpoint committed node inputs, outputs, validation receipts, side effects, selected profile, and next eligible nodes so interrupted workflows resume without duplicating successful work.","The runtime must checkpoint committed node inputs, outputs, validation receipts, side effects, selected profile, and next eligible nodes so interrupted workflows resume without duplicating successful work.",,,TS-14,TS-14
FR-195,UPDATED,verification_refs,"Architecture must assign worktree, process, container, or stronger sandbox isolation to nodes and implementation stories according to tool risk, source sensitivity, concurrency, and reproducibility needs.","Architecture must assign worktree, process, container, or stronger sandbox isolation to nodes and implementation stories according to tool risk, source sensitivity, concurrency, and reproducibility needs.",,,TS-14,TS-14
FR-196,UPDATED,verification_refs,"Each sandbox or agent node must receive only the sources, tools, credentials, filesystem paths, network destinations, and write permissions declared by its node contract.","Each sandbox or agent node must receive only the sources, tools, credentials, filesystem paths, network destinations, and write permissions declared by its node contract.",,,TS-14,TS-14
FR-197,UPDATED,verification_refs,"The scheduler may run deterministic scans, candidate generation, evaluator repetitions, or implementation tasks in parallel only when the Workflow IR proves independence and defines concurrency, cancellation, merge, and conflict policy.","The scheduler may run deterministic scans, candidate generation, evaluator repetitions, or implementation tasks in parallel only when the Workflow IR proves independence and defines concurrency, cancellation, merge, and conflict policy.",,,TS-14,TS-14
FR-198,UPDATED,verification_refs,"When multiple agents or sandboxes generate competing candidates, selection must follow declared evidence, contract, quality, cost, and latency gates rather than accept the first completed candidate automatically.","When multiple agents or sandboxes generate competing candidates, selection must follow declared evidence, contract, quality, cost, and latency gates rather than accept the first completed candidate automatically.",,,TS-14,TS-14
FR-199,UPDATED,verification_refs,"The runtime must select model tier, candidate count, evaluator strength, tool access, and compute budget using an explicit policy informed by node responsibility, ambiguity, risk, expected value, and prior benchmark performance.","The runtime must select model tier, candidate count, evaluator strength, tool access, and compute budget using an explicit policy informed by node responsibility, ambiguity, risk, expected value, and prior benchmark performance.",,,TS-14,TS-14
FR-200,UPDATED,verification_refs,"Evaluation nodes must receive the minimum contracts, rubric, evidence, candidate, and provenance required for judgment and must not inherit generator reasoning, preferred answers, or hidden benchmark labels.","Evaluation nodes must receive the minimum contracts, rubric, evidence, candidate, and provenance required for judgment and must not inherit generator reasoning, preferred answers, or hidden benchmark labels.",,,TS-14,TS-14
FR-201,UPDATED,verification_refs,"Workflow Profiles must declare required human planning, ratification, waiver, incident, release, and final-review gates and may remove them only through an approved evidence-backed policy change.","Workflow Profiles must declare required human planning, ratification, waiver, incident, release, and final-review gates and may remove them only through an approved evidence-backed policy change.",,,TS-14,TS-14
FR-202,UPDATED,verification_refs,"The runtime must represent queued, eligible, running, waiting-human, blocked, retrying, cancelled, passed, failed, and superseded node states and make their transitions observable and queryable.","The runtime must represent queued, eligible, running, waiting-human, blocked, retrying, cancelled, passed, failed, and superseded node states and make their transitions observable and queryable.",,,TS-14,TS-14
FR-203,UPDATED,verification_refs,"Every node execution must report actor, workflow and node version, start and end time, latency, deterministic compute, model tokens and cost, tool calls, retries, cache use, sandbox identity, artifacts, validation, and final status.","Every node execution must report actor, workflow and node version, start and end time, latency, deterministic compute, model tokens and cost, tool calls, retries, cache use, sandbox identity, artifacts, validation, and final status.",,,TS-14,TS-14
FR-204,UPDATED,verification_refs,"The Builder must maintain end-to-end tests proving routing, node contracts, validation, feedback, resume, human gates, authorization, observability, and artifact identity across the reference workflow.","The Builder must maintain end-to-end tests proving routing, node contracts, validation, feedback, resume, human gates, authorization, observability, and artifact identity across the reference workflow.",,,TS-14,TS-14
FR-205,UPDATED,verification_refs,"Production Workflow Profiles must be tested against agent errors, malformed contracts, code failures, timeouts, lost events, sandbox termination, stale checkpoints, unavailable providers, and partial parallel failure.","Production Workflow Profiles must be tested against agent errors, malformed contracts, code failures, timeouts, lost events, sandbox termination, stale checkpoints, unavailable providers, and partial parallel failure.",,,TS-14,TS-14
FR-206,UPDATED,verification_refs,"Workflow IR schemas, profiles, routers, node adapters, validation policies, and sandbox policies must pass versioned tests and benchmark gates before promotion from draft to tested and production.","Workflow IR schemas, profiles, routers, node adapters, validation policies, and sandbox policies must pass versioned tests and benchmark gates before promotion from draft to tested and production.",,,TS-14,TS-14
FR-207,UPDATED,verification_refs,"The product must support explicit compatibility, migration, deprecation, dual-run comparison, and rollback for Workflow IR, node contracts, routes, and profile versions.","The product must support explicit compatibility, migration, deprecation, dual-run comparison, and rollback for Workflow IR, node contracts, routes, and profile versions.",,,TS-14,TS-14
FR-208,UPDATED,verification_refs,"The Workflow Profile Registry must support a constrained incident path for severe Builder failures such as corrupted source lock, JIT compiler regression, benchmark leakage, false readiness, or stable-skill regression.","The Workflow Profile Registry must support a constrained incident path for severe Builder failures such as corrupted source lock, JIT compiler regression, benchmark leakage, false readiness, or stable-skill regression.",,,TS-14,TS-14
FR-209,UPDATED,verification_refs,"Every Workflow Profile must define and report p50/p95 node and end-to-end latency, deterministic compute, model tokens and cost, retry rate, first-pass pass rate, failure containment, operator interventions, and cost per authorized Development Capsule.","Every Workflow Profile must define and report p50/p95 node and end-to-end latency, deterministic compute, model tokens and cost, retry rate, first-pass pass rate, failure containment, operator interventions, and cost per authorized Development Capsule.",,,TS-14,TS-14
FR-210,UPDATED,verification_refs,"The Builder must fail architecture and readiness when a production workflow hides multiple independently testable nodes, deterministic checks, routing conditions, and human gates inside one large SKILL.md, prompt, or unrestricted agent session.","The Builder must fail architecture and readiness when a production workflow hides multiple independently testable nodes, deterministic checks, routing conditions, and human gates inside one large SKILL.md, prompt, or unrestricted agent session.",,,TS-14,TS-14
HG-015,ADDED,inventory_id;authority_type;title;normative_text;acceptance_or_enforcement;release_scope;planning_disposition;feature_or_domain;primary_specs;decision_refs;verification_refs;source_evidence;repository_coverage_basis;planning_owner,,Readiness and release result must be FAIL when constitutional semantic stack or conversational category missing is present.,,,,TS-00;TS-03;TS-06;TS-10;TS-11;TS-13;TS-15
NFR-ARCH-002,UPDATED,acceptance_or_enforcement;verification_refs,"Phase, context, contract, dependency, loading, and repair graphs must be acyclic where execution requires a DAG, explicitly model approved loops, and fail validation on unresolved cycles or orphan nodes.","Phase, context, contract, dependency, loading, and repair graphs must be acyclic where execution requires a DAG, explicitly model approved loops, and fail validation on unresolved cycles or orphan nodes.",,,TS-14,TS-14
NFR-CAT-001,UPDATED,acceptance_or_enforcement;verification_refs,"Category and format-profile ontologies, registries, parsing fields, runtime rules, and evaluators must not leak into unrelated categories unless a shared abstraction is explicitly proven and versioned.","Category and format-profile ontologies, registries, parsing fields, runtime rules, and evaluators must not leak into unrelated categories unless a shared abstraction is explicitly proven and versioned.",,,TS-11,TS-11
NFR-CAT-002,UPDATED,acceptance_or_enforcement;verification_refs,"Creative production promise, semantic workcell, visual or temporal grammar, legal variables, and format-native evaluation remain atomic-harness-owned unless implemented transfer evidence authorizes extraction.","Creative production promise, semantic workcell, visual or temporal grammar, legal variables, and format-native evaluation remain atomic-harness-owned unless implemented transfer evidence authorizes extraction.",,,TS-11,TS-11
NFR-CAT-003,UPDATED,acceptance_or_enforcement;verification_refs,"For sequence-bearing products, the compiled architecture must preserve required viewer-state progression, scene or slide roles, timing or swipe logic, continuity, payoff, and intended reaction through typed contracts and category-appropriate evaluation.","For sequence-bearing products, the compiled architecture must preserve required viewer-state progression, scene or slide roles, timing or swipe logic, continuity, payoff, and intended reaction through typed contracts and category-appropriate evaluation.",,,TS-11,TS-11
NFR-EVAL-001,UPDATED,acceptance_or_enforcement;verification_refs,Protected release cases and expected labels must be access-controlled and excluded from training or prompt construction paths.,Protected release cases and expected labels must be access-controlled and excluded from training or prompt construction paths.,,,TS-10,TS-10
NFR-EVAL-002,UPDATED,acceptance_or_enforcement;verification_refs,"Critical stochastic benchmark cases must run in fresh contexts with recorded repetition count, variance, minimum, mean, and failure frequency.","Critical stochastic benchmark cases must run in fresh contexts with recorded repetition count, variance, minimum, mean, and failure frequency.",,,TS-10,TS-10
NFR-EVAL-003,UPDATED,acceptance_or_enforcement;verification_refs,A generator or reasoning phase may not be the sole authority approving its own output.,A generator or reasoning phase may not be the sole authority approving its own output.,,,TS-10,TS-10
NFR-EVAL-004,UPDATED,acceptance_or_enforcement;verification_refs,"Evaluation dimensions, thresholds, fixtures, and repair routes must reflect the selected category and format profile; metrics from one production substrate may not substitute for another without an explicit equivalence test.","Evaluation dimensions, thresholds, fixtures, and repair routes must reflect the selected category and format profile; metrics from one production substrate may not substitute for another without an explicit equivalence test.",,,TS-10,TS-10
NFR-MAINT-003,UPDATED,acceptance_or_enforcement;verification_refs,"A category-constitution change must identify dependent harnesses, run the required benchmark portfolio, and issue a migration receipt before release.","A category-constitution change must identify dependent harnesses, run the required benchmark portfolio, and issue a migration receipt before release.",,,TS-11,TS-11
NFR-OBS-001,UPDATED,acceptance_or_enforcement;verification_refs,"Every lifecycle transition, blocker, decision, waiver, invalidation, repair, benchmark verdict, and authorization change must emit a typed event.","Every lifecycle transition, blocker, decision, waiver, invalidation, repair, benchmark verdict, and authorization change must emit a typed event.",,,TS-12,TS-12
NFR-OBS-002,UPDATED,acceptance_or_enforcement;verification_refs,"Every displayed status must link to the criteria, events, artifacts, or receipts that justify it.","Every displayed status must link to the criteria, events, artifacts, or receipts that justify it.",,,TS-12,TS-12
NFR-OBS-003,UPDATED,acceptance_or_enforcement;verification_refs,The Control Tower may mutate state only through governed commands that update the Harness IR or run ledger and emit receipts.,The Control Tower may mutate state only through governed commands that update the Harness IR or run ledger and emit receipts.,,,TS-12,TS-12
NFR-OBS-004,UPDATED,acceptance_or_enforcement;verification_refs,"Operators must be able to export machine-readable run state, scorecards, decision history, artifacts, and receipts without scraping the UI.","Operators must be able to export machine-readable run state, scorecards, decision history, artifacts, and receipts without scraping the UI.",,,TS-12,TS-12
NFR-PERF-001,UPDATED,acceptance_or_enforcement;verification_refs,"Common Control Tower status and detail queries should render within 2 seconds at the reference-corpus scale, excluding intentional long-running model operations.","Common Control Tower status and detail queries should render within 2 seconds at the reference-corpus scale, excluding intentional long-running model operations.",,,TS-12,TS-12
NFR-PERF-002,UPDATED,acceptance_or_enforcement;verification_refs,"Every stochastic phase and JIT capsule must declare expected token, latency, and cost budgets and emit actual usage.","Every stochastic phase and JIT capsule must declare expected token, latency, and cost budgets and emit actual usage.",,,TS-14,TS-14
NFR-PERF-003,UPDATED,acceptance_or_enforcement;verification_refs,"A phase that exceeds its hard context or cost budget must block, degrade through an approved policy, or request authorization; it may not continue silently.","A phase that exceeds its hard context or cost budget must block, degrade through an approved policy, or request authorization; it may not continue silently.",,,TS-14,TS-14
NFR-PERF-004,UPDATED,acceptance_or_enforcement;verification_refs,"Independent deterministic scans, benchmark repetitions, and evaluator tasks should support bounded parallel execution without shared-state conflicts.","Independent deterministic scans, benchmark repetitions, and evaluator tasks should support bounded parallel execution without shared-state conflicts.",,,TS-14,TS-14
NFR-PORT-001,UPDATED,acceptance_or_enforcement;verification_refs,Source profiles must use resolvable URIs or paths and support local directories and archives without requiring one machine-specific layout.,Source profiles must use resolvable URIs or paths and support local directories and archives without requiring one machine-specific layout.,,,TS-02,TS-02
NFR-PORT-002,UPDATED,acceptance_or_enforcement;verification_refs,Core IR and compilation logic must not be coupled irreversibly to one model provider or one agent harness.,Core IR and compilation logic must not be coupled irreversibly to one model provider or one agent harness.,,,TS-14,TS-14
NFR-REL-004,UPDATED,acceptance_or_enforcement;verification_refs,"A phase failure must not corrupt locked evidence, ratified decisions, or unaffected artifacts.","A phase failure must not corrupt locked evidence, ratified decisions, or unaffected artifacts.",,,TS-14,TS-14
NFR-SCALE-001,UPDATED,acceptance_or_enforcement;verification_refs,"The Builder must inventory and index the reference-corpus scale without losing source coverage, stable identities, or bounded parallelism; exact thresholds are calibrated in Architecture and benchmarks.","The Builder must inventory and index the reference-corpus scale without losing source coverage, stable identities, or bounded parallelism; exact thresholds are calibrated in Architecture and benchmarks.",,,TS-02,TS-02
NFR-SEC-001,UPDATED,acceptance_or_enforcement;verification_refs,"Configured source repositories, archives, and specimens are read-only evidence unless an explicit import or migration action creates a new governed copy.","Configured source repositories, archives, and specimens are read-only evidence unless an explicit import or migration action creates a new governed copy.",,,TS-02,TS-02
NFR-SEC-002,UPDATED,acceptance_or_enforcement;verification_refs,"The Builder must prevent archive traversal, unsafe extraction, executable surprise, and unbounded recursive ingestion.","The Builder must prevent archive traversal, unsafe extraction, executable surprise, and unbounded recursive ingestion.",,,TS-02,TS-02
NFR-SEC-004,UPDATED,acceptance_or_enforcement;verification_refs,"Credentials and provider secrets must never be written into Harness IR, generated skills, execution capsules, logs, or exported Development Capsules.","Credentials and provider secrets must never be written into Harness IR, generated skills, execution capsules, logs, or exported Development Capsules.",,,TS-14,TS-14
NFR-TEST-001,UPDATED,acceptance_or_enforcement;verification_refs,"Every implementation module and behaviorally significant skill must expose stable public seams and fixtures sufficient for contract, behavioral, integration, benchmark, and adversarial testing without coupling tests to hidden internals.","Every implementation module and behaviorally significant skill must expose stable public seams and fixtures sufficient for contract, behavioral, integration, benchmark, and adversarial testing without coupling tests to hidden internals.",,,TS-14,TS-14
NFR-TRACE-002,UPDATED,acceptance_or_enforcement;verification_refs,Run and human-action history must be append-only or cryptographically superseded; destructive history editing is prohibited.,Run and human-action history must be append-only or cryptographically superseded; destructive history editing is prohibited.,,,TS-12,TS-12
NFR-TRACE-003,UPDATED,acceptance_or_enforcement;verification_refs,"Production eligibility must bind exact source-IR, skill, recipe, capsule, compiler, and evaluation-receipt hashes.","Production eligibility must bind exact source-IR, skill, recipe, capsule, compiler, and evaluation-receipt hashes.",,,TS-10,TS-10
NFR-TRACE-004,UPDATED,acceptance_or_enforcement;verification_refs,No system component may promote generated or hypothesized content into observed or ratified status without the required authority transition.,No system component may promote generated or hypothesized content into observed or ratified status without the required authority transition.,,,TS-02,TS-02
NFR-UX-001,UPDATED,acceptance_or_enforcement;verification_refs,"The Pi UI must support keyboard navigation, readable status semantics, non-color-only indicators, and accessible evidence inspection.","The Pi UI must support keyboard navigation, readable status semantics, non-color-only indicators, and accessible evidence inspection.",,,TS-12,TS-12
NFR-UX-002,UPDATED,acceptance_or_enforcement;verification_refs,"The UI and generated documents must lead with decisions, blockers, and evidence and disclose lower-level technical detail on demand.","The UI and generated documents must lead with decisions, blockers, and evidence and disclose lower-level technical detail on demand.",,,TS-12,TS-12
NFR-WORKFLOW-001,UPDATED,acceptance_or_enforcement;verification_refs,"Given the same request classification, target profile, risk state, and workflow registry version, the router must select the same workflow profile or emit an explicit nondeterminism receipt.","Given the same request classification, target profile, risk state, and workflow registry version, the router must select the same workflow profile or emit an explicit nondeterminism receipt.",,,TS-14,TS-14
NFR-WORKFLOW-002,UPDATED,acceptance_or_enforcement;verification_refs,"Every workflow node must identify whether its primary actor is deterministic code, a bounded agent program, a human gate, or a governed hybrid; undocumented general-agent ownership is prohibited.","Every workflow node must identify whether its primary actor is deterministic code, a bounded agent program, a human gate, or a governed hybrid; undocumented general-agent ownership is prohibited.",,,TS-14,TS-14
NFR-WORKFLOW-003,UPDATED,acceptance_or_enforcement;verification_refs,"Every node-to-node handoff must use a versioned contract with validated producer, consumer, authority, error, and completion semantics.","Every node-to-node handoff must use a versioned contract with validated producer, consumer, authority, error, and completion semantics.",,,TS-14,TS-14
NFR-WORKFLOW-004,UPDATED,acceptance_or_enforcement;verification_refs,"Retries, loops, timeouts, fan-out, arbitration, and fallback routes must have declared limits and terminal conditions; unbounded autonomous looping is prohibited.","Retries, loops, timeouts, fan-out, arbitration, and fallback routes must have declared limits and terminal conditions; unbounded autonomous looping is prohibited.",,,TS-14,TS-14
NFR-WORKFLOW-005,UPDATED,acceptance_or_enforcement;verification_refs,"A workflow must resume from committed node state without duplicating successful side effects, replaying ratified human actions, or silently changing the selected profile.","A workflow must resume from committed node state without duplicating successful side effects, replaying ratified human actions, or silently changing the selected profile.",,,TS-14,TS-14
NFR-WORKFLOW-006,UPDATED,acceptance_or_enforcement;verification_refs,"A failed node, agent, tool, sandbox, or workflow profile must not corrupt locked sources, ratified decisions, protected benchmarks, or unaffected workflow branches.","A failed node, agent, tool, sandbox, or workflow profile must not corrupt locked sources, ratified decisions, protected benchmarks, or unaffected workflow branches.",,,TS-14,TS-14
NFR-WORKFLOW-007,UPDATED,acceptance_or_enforcement;verification_refs,"Node sandboxes must receive only approved tools, sources, secrets, network access, storage, compute, and lifetime required by the node contract.","Node sandboxes must receive only approved tools, sources, secrets, network access, storage, compute, and lifetime required by the node contract.",,,TS-14,TS-14
NFR-WORKFLOW-008,UPDATED,acceptance_or_enforcement;verification_refs,"Parallel execution is allowed only for dependency-independent work with explicit concurrency, budget, merge, cancellation, and conflict policies.","Parallel execution is allowed only for dependency-independent work with explicit concurrency, budget, merge, cancellation, and conflict policies.",,,TS-14,TS-14
NFR-WORKFLOW-009,UPDATED,acceptance_or_enforcement;verification_refs,"Model tier, repetition count, candidate fan-out, evaluator strength, and compute budget must be selected by explicit task-complexity, risk, and expected-value policy and recorded in the run.","Model tier, repetition count, candidate fan-out, evaluator strength, and compute budget must be selected by explicit task-complexity, risk, and expected-value policy and recorded in the run.",,,TS-14,TS-14
NFR-WORKFLOW-010,UPDATED,acceptance_or_enforcement;verification_refs,"Every workflow node and route must emit start, completion, validation, failure, retry, cancellation, cost, latency, and artifact events sufficient to reconstruct execution.","Every workflow node and route must emit start, completion, validation, failure, retry, cancellation, cost, latency, and artifact events sufficient to reconstruct execution.",,,TS-14,TS-14
NFR-WORKFLOW-011,UPDATED,acceptance_or_enforcement;verification_refs,"Every production workflow profile must support contract tests, end-to-end integration tests, fault injection, resume tests, route tests, and rollback tests at stable public seams.","Every production workflow profile must support contract tests, end-to-end integration tests, fault injection, resume tests, route tests, and rollback tests at stable public seams.",,,TS-14,TS-14
NFR-WORKFLOW-012,UPDATED,acceptance_or_enforcement;verification_refs,"Workflow definitions, routers, node contracts, and execution policies must be versioned, maturity-gated, promotable through CI, and rollback-safe with migration receipts.","Workflow definitions, routers, node contracts, and execution policies must be versioned, maturity-gated, promotable through CI, and rollback-safe with migration receipts.",,,TS-14,TS-14
