inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,source_release_scope,story_release_disposition,story_release_1_role,primary_specs,active_blockers,gate_refs,story_implementation_gate_status,completion_receipt,assignment_basis
FR-036,FUNCTIONAL_REQUIREMENT,Require human atomicity ratification,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-037,FUNCTIONAL_REQUIREMENT,Compile a Draft Harness Model,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-038,FUNCTIONAL_REQUIREMENT,Mark the Draft Harness Model unratified,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-039,FUNCTIONAL_REQUIREMENT,"Expose gaps, confidence, and alternatives",EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-040,FUNCTIONAL_REQUIREMENT,Freeze the ratified boundary for Genesis,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-041,FUNCTIONAL_REQUIREMENT,Define typed Genesis decision nodes,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,EVIDENCE_GATED,ST-03.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-042,FUNCTIONAL_REQUIREMENT,Unlock only dependency-ready decisions,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,EVIDENCE_GATED,ST-03.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-043,FUNCTIONAL_REQUIREMENT,Ask one primary constitutional question per turn,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,EVIDENCE_GATED,ST-03.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-044,FUNCTIONAL_REQUIREMENT,Present an evidence-backed recommendation,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,EVIDENCE_GATED,ST-03.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-045,FUNCTIONAL_REQUIREMENT,Record human answer and final decision separately,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-046,FUNCTIONAL_REQUIREMENT,Update the Harness IR transactionally,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-047,FUNCTIONAL_REQUIREMENT,Reopen affected decisions on contradiction,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-048,FUNCTIONAL_REQUIREMENT,Support provisional autonomous drafting with ratification,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-049,FUNCTIONAL_REQUIREMENT,Define a cascade-locked terminal state,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-050,FUNCTIONAL_REQUIREMENT,Persist complete decision receipts and resumable memory,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-051,FUNCTIONAL_REQUIREMENT,Maintain one canonical typed Harness IR,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,EVIDENCE_GATED,ST-03.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-052,FUNCTIONAL_REQUIREMENT,Attach provenance and authority metadata to material values,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,EVIDENCE_GATED,ST-03.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-053,FUNCTIONAL_REQUIREMENT,Version IR schemas and migrations,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,EVIDENCE_GATED,ST-03.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-054,FUNCTIONAL_REQUIREMENT,Compile sharded human-readable specifications,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-055,FUNCTIONAL_REQUIREMENT,Compile OpenSpec as a governed view,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-056,FUNCTIONAL_REQUIREMENT,Compile machine artifacts from the same IR,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-057,FUNCTIONAL_REQUIREMENT,Protect generated authoritative artifacts from silent manual drift,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-058,FUNCTIONAL_REQUIREMENT,Bind artifacts to compiler and source hashes,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-059,FUNCTIONAL_REQUIREMENT,Validate cross-artifact consistency and completeness,EP-03,ST-03.05,Enforce Constitutional Precedence Across Compiled Artifacts,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-06,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-03.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-060,FUNCTIONAL_REQUIREMENT,Inventory every required capability,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-061,FUNCTIONAL_REQUIREMENT,Assign an explicit capability ownership type,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-062,FUNCTIONAL_REQUIREMENT,Use reliability and cost criteria for ownership,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-063,FUNCTIONAL_REQUIREMENT,Represent hybrid capability pipelines,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-064,FUNCTIONAL_REQUIREMENT,Compile responsibility-centered modules,EP-04,ST-04.02,Compile Responsibility-Centered Modules with Test Seams,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,ST-04.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-065,FUNCTIONAL_REQUIREMENT,Declare test seams for every module,EP-04,ST-04.02,Compile Responsibility-Centered Modules with Test Seams,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,ST-04.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-066,FUNCTIONAL_REQUIREMENT,Compile a harness-specific Phase Graph,EP-04,ST-04.03,Order Work Through an Executable Phase Graph,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,ST-04.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-067,FUNCTIONAL_REQUIREMENT,Represent sequential and parallel phase dependencies,EP-04,ST-04.03,Order Work Through an Executable Phase Graph,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,ST-04.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-068,FUNCTIONAL_REQUIREMENT,Compile a phase-specific Context Graph,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-069,FUNCTIONAL_REQUIREMENT,Use versioned typed phase handoff contracts,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-070,FUNCTIONAL_REQUIREMENT,Prohibit silent downstream rewriting,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-071,FUNCTIONAL_REQUIREMENT,Validate ownership and dependency impact,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-072,FUNCTIONAL_REQUIREMENT,Maintain a versioned reference registry,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-073,FUNCTIONAL_REQUIREMENT,Support explicit loading policies,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-074,FUNCTIONAL_REQUIREMENT,Define influence boundaries for references,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-075,FUNCTIONAL_REQUIREMENT,Compile progressive disclosure pointers,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-076,FUNCTIONAL_REQUIREMENT,Govern SPR as phase-local creative priming,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-077,FUNCTIONAL_REQUIREMENT,Compile a Context Budget Policy per phase,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-078,FUNCTIONAL_REQUIREMENT,Rank context by functional necessity,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-079,FUNCTIONAL_REQUIREMENT,Block rather than silently truncate required context,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-080,FUNCTIONAL_REQUIREMENT,Emit a complete context manifest,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07,,,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-081,FUNCTIONAL_REQUIREMENT,Maintain a Canonical Skill Capability Registry,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-082,FUNCTIONAL_REQUIREMENT,Organize canonical skills by authority lane,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-083,FUNCTIONAL_REQUIREMENT,Track skill maturity and plasticity,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-084,FUNCTIONAL_REQUIREMENT,Run a formal skill necessity and capability-gap test,EP-05,ST-05.02,Prove a Skill Is Needed Before Designing It,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-085,FUNCTIONAL_REQUIREMENT,"Prefer reuse, adaptation, or adapter composition",EP-05,ST-05.02,Prove a Skill Is Needed Before Designing It,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-086,FUNCTIONAL_REQUIREMENT,Compile a typed Skill Design Brief,EP-05,ST-05.02,Prove a Skill Is Needed Before Designing It,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-087,FUNCTIONAL_REQUIREMENT,Use leading words as tested behavioral anchors,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-088,FUNCTIONAL_REQUIREMENT,Compile portable progressively disclosed skill packages,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-089,FUNCTIONAL_REQUIREMENT,Bind skill packages to evaluation assets,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-090,FUNCTIONAL_REQUIREMENT,"Detect skill no-ops, sediment, and redundancy",EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-08,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-091,FUNCTIONAL_REQUIREMENT,Represent harness-local skill adaptations,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-092,FUNCTIONAL_REQUIREMENT,Define Skill Composition Recipes,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-093,FUNCTIONAL_REQUIREMENT,Compile runtime binding schemas,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-094,FUNCTIONAL_REQUIREMENT,Assemble capsules through deterministic code,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-095,FUNCTIONAL_REQUIREMENT,Resolve binding dependencies before compilation,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-096,FUNCTIONAL_REQUIREMENT,Apply typed authority and precedence rules,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-097,FUNCTIONAL_REQUIREMENT,Enforce approved degradation policies,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-098,FUNCTIONAL_REQUIREMENT,Compile Minimum Complete Context,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-099,FUNCTIONAL_REQUIREMENT,Emit a complete JIT capsule package,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-100,FUNCTIONAL_REQUIREMENT,Bind exact versions and hashes,EP-05,ST-05.05,Pin and Dispose of Capsules Reproducibly,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-101,FUNCTIONAL_REQUIREMENT,Treat capsules as ephemeral phase-local artifacts,EP-05,ST-05.05,Pin and Dispose of Capsules Reproducibly,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-09,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
