inventory_id,authority_type,title,primary_epic_id,primary_epic_title,secondary_epic_ids,source_release_scope,epic_release_disposition,active_blockers,carried_gate_refs,assignment_basis
FR-125,FUNCTIONAL_REQUIREMENT,Provide governed human actions,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-126,FUNCTIONAL_REQUIREMENT,Prevent the UI from becoming a second source of truth,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-127,FUNCTIONAL_REQUIREMENT,Define a typed failure taxonomy,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-128,FUNCTIONAL_REQUIREMENT,Require root-cause investigation before repair,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-129,FUNCTIONAL_REQUIREMENT,Compile a Repair and Invalidation Graph,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-130,FUNCTIONAL_REQUIREMENT,Preserve unaffected upstream state,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-131,FUNCTIONAL_REQUIREMENT,Rerun targeted regression suites,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-132,FUNCTIONAL_REQUIREMENT,Escalate repeated or constitutional failures,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-133,FUNCTIONAL_REQUIREMENT,Evaluate an evidence-backed readiness gate,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-134,FUNCTIONAL_REQUIREMENT,Issue typed authorization outcomes,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-135,FUNCTIONAL_REQUIREMENT,Govern prototype-only authorization,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-136,FUNCTIONAL_REQUIREMENT,Generate immutable readiness and authorization receipts,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F13
FR-137,FUNCTIONAL_REQUIREMENT,Define a constitution-complete Shared Activative Core,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-138,FUNCTIONAL_REQUIREMENT,Insert a mandatory category layer,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-139,FUNCTIONAL_REQUIREMENT,Support five canonical categories,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-140,FUNCTIONAL_REQUIREMENT,Govern versioned category constitutions,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-141,FUNCTIONAL_REQUIREMENT,Support category-local format profiles,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-142,FUNCTIONAL_REQUIREMENT,Represent the edited-video format mapping,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-143,FUNCTIONAL_REQUIREMENT,Represent Format 02 under 2D Character Animation,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-144,FUNCTIONAL_REQUIREMENT,Compile 2D character-performance registries,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-145,FUNCTIONAL_REQUIREMENT,Use category-specific syntax parsing,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-146,FUNCTIONAL_REQUIREMENT,"Use category-specific temporal, conversational, and sequence parsing",EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-147,FUNCTIONAL_REQUIREMENT,Compile category-adapted Activative Sequencing Intelligence,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-148,FUNCTIONAL_REQUIREMENT,"Compile category-owned runtime, evaluation, and repair rules",EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-149,FUNCTIONAL_REQUIREMENT,Preserve atomic creative ownership,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-150,FUNCTIONAL_REQUIREMENT,Govern category and profile migration,EP-06,Five-Category Activative Intelligence and Expression Compilation,EP-08,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F14
FR-151,FUNCTIONAL_REQUIREMENT,Generate a versioned Development Capsule,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-152,FUNCTIONAL_REQUIREMENT,Maintain requirement-to-artifact traceability,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-153,FUNCTIONAL_REQUIREMENT,Generate only justified scaffolding,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-154,FUNCTIONAL_REQUIREMENT,Provide typed interfaces and contract examples,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-155,FUNCTIONAL_REQUIREMENT,Provide executable test and benchmark fixtures,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-156,FUNCTIONAL_REQUIREMENT,Generate dependency-ordered vertical stories,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-157,FUNCTIONAL_REQUIREMENT,Define a first working vertical-slice plan,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-158,FUNCTIONAL_REQUIREMENT,Govern implementation-discovered deltas,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-159,FUNCTIONAL_REQUIREMENT,Ingest implementation and certification feedback,EP-11,Traceable Development Capsule and Implementation Handoff,EP-08,RELEASE_1,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,BD-008,BD-004;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F15
FR-160,FUNCTIONAL_REQUIREMENT,Inventory V2.1 capabilities and artifacts,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-161,FUNCTIONAL_REQUIREMENT,Map V2.1 concepts into the next architecture,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-162,FUNCTIONAL_REQUIREMENT,Support baseline and candidate dual compilation,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-163,FUNCTIONAL_REQUIREMENT,"Require evidence for retention, adaptation, or deprecation",EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-164,FUNCTIONAL_REQUIREMENT,Run regression suites at every migration increment,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-165,FUNCTIONAL_REQUIREMENT,Define compatibility and alias policy,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-166,FUNCTIONAL_REQUIREMENT,Generate migration and deprecation receipts,EP-12,Brownfield Migration and Release 1 Reference Proof,,N/A_NO_LOCAL_V2_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-167,FUNCTIONAL_REQUIREMENT,Prove Release 1 through one complete reference path,EP-12,Brownfield Migration and Release 1 Reference Proof,,RELEASE_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-168,FUNCTIONAL_REQUIREMENT,Limit certification of unproven categories and targets,EP-12,Brownfield Migration and Release 1 Reference Proof,,RELEASE_1,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-169,FUNCTIONAL_REQUIREMENT,Require portfolio evidence for general Builder certification,EP-12,Brownfield Migration and Release 1 Reference Proof,EP-08,RELEASE_5_GENERAL_CERTIFICATION,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,BD-004;BD-007;BD-008;BD-010;BD-014,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F16
FR-170,FUNCTIONAL_REQUIREMENT,Maintain three versioned target profiles,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-171,FUNCTIONAL_REQUIREMENT,Compile the Atomic Content Harness profile,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-172,FUNCTIONAL_REQUIREMENT,Compile the Visual Asset Editor profile,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,R1_STRUCTURAL_EXTERNAL_TARGET_UNCERTIFIED,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-173,FUNCTIONAL_REQUIREMENT,Compile the Delegation Contract profile,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,R1_STRUCTURAL_EXTERNAL_TARGET_UNCERTIFIED,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-174,FUNCTIONAL_REQUIREMENT,Use target-specific source profiles,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-175,FUNCTIONAL_REQUIREMENT,Use target-specific Harness IR profiles,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-176,FUNCTIONAL_REQUIREMENT,Use target-specific Genesis decision graphs,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-177,FUNCTIONAL_REQUIREMENT,Compile target-specific artifact sets,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-178,FUNCTIONAL_REQUIREMENT,Apply target-specific evaluation and authorization gates,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-179,FUNCTIONAL_REQUIREMENT,Prevent universal-profile flattening,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-180,FUNCTIONAL_REQUIREMENT,Validate cross-target compatibility,EP-07,Three-Target Product Compilation and Cross-Product Handoff,EP-06;EP-08,RELEASE_1,RELEASE_1_THREE_TARGET_STRUCTURAL_FORMAT02_STUBBED_EXTERNAL_HANDOFF,BD-014,BD-004;BD-008;BD-014,feature outcome F17
FR-181,FUNCTIONAL_REQUIREMENT,Define the canonical Builder Workflow IR,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-182,FUNCTIONAL_REQUIREMENT,Assign one explicit actor model to every node,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-183,FUNCTIONAL_REQUIREMENT,"Model typed nodes, conditions, and feedback edges",EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-184,FUNCTIONAL_REQUIREMENT,Compile workflows from approved product graphs,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-185,FUNCTIONAL_REQUIREMENT,Maintain a versioned Workflow Profile Registry,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-186,FUNCTIONAL_REQUIREMENT,Route requests through an explicit Workflow Router,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-187,FUNCTIONAL_REQUIREMENT,Require a manual shadow workflow before production automation,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-188,FUNCTIONAL_REQUIREMENT,Separate deterministic code execution from agent execution,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-189,FUNCTIONAL_REQUIREMENT,Execute agent nodes through evaluated phase-local capsules,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-190,FUNCTIONAL_REQUIREMENT,Validate every node before releasing its outputs,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-191,FUNCTIONAL_REQUIREMENT,Return structured failure context only to the responsible node,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-192,FUNCTIONAL_REQUIREMENT,Require root-cause investigation before workflow repair,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-193,FUNCTIONAL_REQUIREMENT,"Enforce bounded retries, timeouts, and circuit breakers",EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-194,FUNCTIONAL_REQUIREMENT,Support idempotent checkpoints and resume,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-195,FUNCTIONAL_REQUIREMENT,Isolate workflow nodes and implementation tasks,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-196,FUNCTIONAL_REQUIREMENT,"Apply least-privilege tool, source, secret, and network access",EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-197,FUNCTIONAL_REQUIREMENT,Parallelize only dependency-independent work,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-198,FUNCTIONAL_REQUIREMENT,Use quality-gated candidate races,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-199,FUNCTIONAL_REQUIREMENT,Route model and compute by task complexity and risk,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-200,FUNCTIONAL_REQUIREMENT,Isolate independent evaluators from generator context,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-201,FUNCTIONAL_REQUIREMENT,Place human gates according to authority and operational risk,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-202,FUNCTIONAL_REQUIREMENT,Expose workflow queues and status transitions,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-203,FUNCTIONAL_REQUIREMENT,Emit node-level workflow telemetry,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-204,FUNCTIONAL_REQUIREMENT,Test complete workflow behavior at public seams,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-205,FUNCTIONAL_REQUIREMENT,Run workflow fault-injection and recovery tests,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-206,FUNCTIONAL_REQUIREMENT,Promote workflow definitions through CI and release gates,EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
FR-207,FUNCTIONAL_REQUIREMENT,"Version, migrate, and roll back workflow profiles",EP-09,Governed Builder Workflow Factory,,RELEASE_1,RELEASE_1_INCLUDED_MANUAL_SHADOW_BEFORE_AUTOMATION,,BD-008;BD-010;BD-014,feature outcome F18
