inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,story_global_order,primary_owner_count,planning_implementable_story,current_implementation_authorized,primary_specs,approved_adrs,story_gate_classification,gate_refs,required_test_count,observability_evidence,completion_receipt_template,coverage_result
FR-026,FUNCTIONAL_REQUIREMENT,Classify composition variables,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",6,1,true,false,TS-03,ADR-008;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.02:StoryCompletionReceipt,ST-02.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-027,FUNCTIONAL_REQUIREMENT,Parse temporal syntax for time-based evidence,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",6,1,true,false,TS-03,ADR-008;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.02:StoryCompletionReceipt,ST-02.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-028,FUNCTIONAL_REQUIREMENT,Separate BBOX observation from WHY hypotheses,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,7,1,true,false,TS-00;TS-02;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-007;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.03:StoryCompletionReceipt,ST-02.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-029,FUNCTIONAL_REQUIREMENT,Induce cross-specimen visual grammar,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,7,1,true,false,TS-00;TS-02;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-007;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.03:StoryCompletionReceipt,ST-02.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-030,FUNCTIONAL_REQUIREMENT,Draft category-native sequence grammar,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,7,1,true,false,TS-00;TS-02;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-007;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.03:StoryCompletionReceipt,ST-02.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-031,FUNCTIONAL_REQUIREMENT,Draft Activative hypotheses after syntax,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,7,1,true,false,TS-00;TS-02;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-007;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.03:StoryCompletionReceipt,ST-02.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-032,FUNCTIONAL_REQUIREMENT,Compare candidate product boundaries,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,8,1,true,false,TS-03;TS-04;TS-11,ADR-005;ADR-008;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.04:StoryCompletionReceipt,ST-02.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-033,FUNCTIONAL_REQUIREMENT,Assign one typed atomicity status,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,8,1,true,false,TS-03;TS-04;TS-11,ADR-005;ADR-008;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.04:StoryCompletionReceipt,ST-02.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-034,FUNCTIONAL_REQUIREMENT,Explain merge and split recommendations,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,8,1,true,false,TS-03;TS-04;TS-11,ADR-005;ADR-008;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.04:StoryCompletionReceipt,ST-02.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-035,FUNCTIONAL_REQUIREMENT,Assess wrong-boundary risk,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,8,1,true,false,TS-03;TS-04;TS-11,ADR-005;ADR-008;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.04:StoryCompletionReceipt,ST-02.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-036,FUNCTIONAL_REQUIREMENT,Require human atomicity ratification,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,9,1,true,false,TS-04;TS-11;TS-15,ADR-005;ADR-008;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.05:StoryCompletionReceipt,ST-02.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-037,FUNCTIONAL_REQUIREMENT,Compile a Draft Harness Model,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,9,1,true,false,TS-04;TS-11;TS-15,ADR-005;ADR-008;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.05:StoryCompletionReceipt,ST-02.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-038,FUNCTIONAL_REQUIREMENT,Mark the Draft Harness Model unratified,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,9,1,true,false,TS-04;TS-11;TS-15,ADR-005;ADR-008;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.05:StoryCompletionReceipt,ST-02.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-039,FUNCTIONAL_REQUIREMENT,"Expose gaps, confidence, and alternatives",EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,9,1,true,false,TS-04;TS-11;TS-15,ADR-005;ADR-008;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.05:StoryCompletionReceipt,ST-02.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-040,FUNCTIONAL_REQUIREMENT,Freeze the ratified boundary for Genesis,EP-02,ST-02.05,Ratify and Freeze the Draft Harness Boundary,9,1,true,false,TS-04;TS-11;TS-15,ADR-005;ADR-008;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.05:StoryCompletionReceipt,ST-02.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-041,FUNCTIONAL_REQUIREMENT,Define typed Genesis decision nodes,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,10,1,true,false,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-004;BD-008,4,ST-03.01:StoryCompletionReceipt,ST-03.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-042,FUNCTIONAL_REQUIREMENT,Unlock only dependency-ready decisions,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,10,1,true,false,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-004;BD-008,4,ST-03.01:StoryCompletionReceipt,ST-03.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-043,FUNCTIONAL_REQUIREMENT,Ask one primary constitutional question per turn,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,10,1,true,false,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-004;BD-008,4,ST-03.01:StoryCompletionReceipt,ST-03.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-044,FUNCTIONAL_REQUIREMENT,Present an evidence-backed recommendation,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,10,1,true,false,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-004;BD-008,4,ST-03.01:StoryCompletionReceipt,ST-03.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-045,FUNCTIONAL_REQUIREMENT,Record human answer and final decision separately,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,11,1,true,false,TS-01;TS-04;TS-05;TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-014;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.02:StoryCompletionReceipt,ST-03.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-046,FUNCTIONAL_REQUIREMENT,Update the Harness IR transactionally,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,11,1,true,false,TS-01;TS-04;TS-05;TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-014;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.02:StoryCompletionReceipt,ST-03.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-047,FUNCTIONAL_REQUIREMENT,Reopen affected decisions on contradiction,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,11,1,true,false,TS-01;TS-04;TS-05;TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-014;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.02:StoryCompletionReceipt,ST-03.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-048,FUNCTIONAL_REQUIREMENT,Support provisional autonomous drafting with ratification,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,11,1,true,false,TS-01;TS-04;TS-05;TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-014;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.02:StoryCompletionReceipt,ST-03.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-049,FUNCTIONAL_REQUIREMENT,Define a cascade-locked terminal state,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,11,1,true,false,TS-01;TS-04;TS-05;TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-014;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.02:StoryCompletionReceipt,ST-03.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-050,FUNCTIONAL_REQUIREMENT,Persist complete decision receipts and resumable memory,EP-03,ST-03.02,Record Human Authority and Resume Genesis Safely,11,1,true,false,TS-01;TS-04;TS-05;TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-014;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.02:StoryCompletionReceipt,ST-03.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-051,FUNCTIONAL_REQUIREMENT,Maintain one canonical typed Harness IR,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,12,1,true,false,TS-03;TS-04;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-03.03:StoryCompletionReceipt,ST-03.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-052,FUNCTIONAL_REQUIREMENT,Attach provenance and authority metadata to material values,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,12,1,true,false,TS-03;TS-04;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-03.03:StoryCompletionReceipt,ST-03.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-053,FUNCTIONAL_REQUIREMENT,Version IR schemas and migrations,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,12,1,true,false,TS-03;TS-04;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-03.03:StoryCompletionReceipt,ST-03.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-054,FUNCTIONAL_REQUIREMENT,Compile sharded human-readable specifications,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,13,1,true,false,TS-00;TS-06;TS-07;TS-09;TS-13,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-009;ADR-010,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.04:StoryCompletionReceipt,ST-03.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-055,FUNCTIONAL_REQUIREMENT,Compile OpenSpec as a governed view,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,13,1,true,false,TS-00;TS-06;TS-07;TS-09;TS-13,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-009;ADR-010,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.04:StoryCompletionReceipt,ST-03.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-056,FUNCTIONAL_REQUIREMENT,Compile machine artifacts from the same IR,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,13,1,true,false,TS-00;TS-06;TS-07;TS-09;TS-13,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-009;ADR-010,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.04:StoryCompletionReceipt,ST-03.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-057,FUNCTIONAL_REQUIREMENT,Protect generated authoritative artifacts from silent manual drift,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,13,1,true,false,TS-00;TS-06;TS-07;TS-09;TS-13,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-009;ADR-010,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.04:StoryCompletionReceipt,ST-03.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-058,FUNCTIONAL_REQUIREMENT,Bind artifacts to compiler and source hashes,EP-03,ST-03.04,Compile Human and Machine Artifacts Deterministically,13,1,true,false,TS-00;TS-06;TS-07;TS-09;TS-13,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-009;ADR-010,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.04:StoryCompletionReceipt,ST-03.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-059,FUNCTIONAL_REQUIREMENT,Validate cross-artifact consistency and completeness,EP-03,ST-03.05,Enforce Constitutional Precedence Across Compiled Artifacts,14,1,true,false,TS-00;TS-01;TS-06;TS-13,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-010,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-03.05:StoryCompletionReceipt,ST-03.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-060,FUNCTIONAL_REQUIREMENT,Inventory every required capability,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,15,1,true,false,TS-03;TS-07;TS-08;TS-09;TS-14,ADR-001;ADR-002;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.01:StoryCompletionReceipt,ST-04.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-061,FUNCTIONAL_REQUIREMENT,Assign an explicit capability ownership type,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,15,1,true,false,TS-03;TS-07;TS-08;TS-09;TS-14,ADR-001;ADR-002;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.01:StoryCompletionReceipt,ST-04.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-062,FUNCTIONAL_REQUIREMENT,Use reliability and cost criteria for ownership,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,15,1,true,false,TS-03;TS-07;TS-08;TS-09;TS-14,ADR-001;ADR-002;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.01:StoryCompletionReceipt,ST-04.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-063,FUNCTIONAL_REQUIREMENT,Represent hybrid capability pipelines,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,15,1,true,false,TS-03;TS-07;TS-08;TS-09;TS-14,ADR-001;ADR-002;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.01:StoryCompletionReceipt,ST-04.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-064,FUNCTIONAL_REQUIREMENT,Compile responsibility-centered modules,EP-04,ST-04.02,Compile Responsibility-Centered Modules with Test Seams,16,1,true,false,TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,,4,ST-04.02:StoryCompletionReceipt,ST-04.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-065,FUNCTIONAL_REQUIREMENT,Declare test seams for every module,EP-04,ST-04.02,Compile Responsibility-Centered Modules with Test Seams,16,1,true,false,TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,,4,ST-04.02:StoryCompletionReceipt,ST-04.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-066,FUNCTIONAL_REQUIREMENT,Compile a harness-specific Phase Graph,EP-04,ST-04.03,Order Work Through an Executable Phase Graph,17,1,true,false,TS-07;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-011;ADR-012;ADR-016;ADR-017,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,,4,ST-04.03:StoryCompletionReceipt,ST-04.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-067,FUNCTIONAL_REQUIREMENT,Represent sequential and parallel phase dependencies,EP-04,ST-04.03,Order Work Through an Executable Phase Graph,17,1,true,false,TS-07;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-011;ADR-012;ADR-016;ADR-017,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,,4,ST-04.03:StoryCompletionReceipt,ST-04.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-068,FUNCTIONAL_REQUIREMENT,Compile a phase-specific Context Graph,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,18,1,true,false,TS-01;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-04.04:StoryCompletionReceipt,ST-04.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-069,FUNCTIONAL_REQUIREMENT,Use versioned typed phase handoff contracts,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,18,1,true,false,TS-01;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-04.04:StoryCompletionReceipt,ST-04.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-070,FUNCTIONAL_REQUIREMENT,Prohibit silent downstream rewriting,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,18,1,true,false,TS-01;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-04.04:StoryCompletionReceipt,ST-04.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-071,FUNCTIONAL_REQUIREMENT,Validate ownership and dependency impact,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,18,1,true,false,TS-01;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-04.04:StoryCompletionReceipt,ST-04.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-072,FUNCTIONAL_REQUIREMENT,Maintain a versioned reference registry,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-073,FUNCTIONAL_REQUIREMENT,Support explicit loading policies,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-074,FUNCTIONAL_REQUIREMENT,Define influence boundaries for references,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-075,FUNCTIONAL_REQUIREMENT,Compile progressive disclosure pointers,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-076,FUNCTIONAL_REQUIREMENT,Govern SPR as phase-local creative priming,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-077,FUNCTIONAL_REQUIREMENT,Compile a Context Budget Policy per phase,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-078,FUNCTIONAL_REQUIREMENT,Rank context by functional necessity,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-079,FUNCTIONAL_REQUIREMENT,Block rather than silently truncate required context,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
FR-080,FUNCTIONAL_REQUIREMENT,Emit a complete context manifest,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
