id,type,title,feature_or_domain,classification,release_scope,primary_spec,requirement_text,repository_evidence,coverage_basis,blocking_decisions
FR-128,FR,Require root-cause investigation before repair,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"A repair may not be proposed until the Builder records the observed symptom, reproduction or evidence, affected boundary, competing hypotheses, and selected root cause with confidence.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-129,FR,Compile a Repair and Invalidation Graph,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"For each known failure class, the Builder must define the responsible phase or capability, permitted repair fields, frozen state, invalidated descendants, regression suite, escalation conditions, and authority needed.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-130,FR,Preserve unaffected upstream state,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"Targeted repairs must retain source locks, measured observations, ratified decisions, contracts, and artifacts that remain supported by evidence.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-131,FR,Rerun targeted regression suites,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"After repair, the Builder must rerun all tests and benchmarks required by the repaired capability and every affected descendant, including protected cases where policy permits.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-132,FR,Escalate repeated or constitutional failures,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The Builder must require human review when a repair changes a ratified constitutional decision, broadens the harness boundary, modifies a stable canonical skill, encounters contradictory doctrine, or fails repeatedly beyond the configured threshold.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-133,FR,Evaluate an evidence-backed readiness gate,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"Readiness must validate evidence saturation, atomicity, constitutional authority, Harness IR consistency, phases, contexts, contracts, modules, skill maturity, benchmark results, repair coverage, observability, budgets, and target-specific requirements.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-134,FR,Issue typed authorization outcomes,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The Builder must issue AUTHORIZED_FOR_IMPLEMENTATION, AUTHORIZED_FOR_PROTOTYPE_ONLY, NEEDS_RATIFICATION, BLOCKED_EVIDENCE, BLOCKED_SKILL_MATURITY, BLOCKED_BENCHMARK, BLOCKED_ARCHITECTURE, or another target-profiled blocking status.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-135,FR,Govern prototype-only authorization,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"A prototype authorization must define the empirical question, allowed implementation scope, permitted artifacts, provisional decisions, required evidence return, disposal or migration policy, budget, and promotion conditions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-136,FR,Generate immutable readiness and authorization receipts,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"Every readiness and authorization decision must bind the exact Harness IR, source lock, category and profile versions, skill and benchmark receipts, waivers, compiler version, status, scope, and signatories.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-137,FR,Define a constitution-complete Shared Activative Core,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"The Builder must provide a category-independent Activative contract covering source premise, Coach or Guest Identity DNA, Context Premise, resonance, Matrix of Edging, Activative Intelligence Pack identity, hidden pressure, activation directions, roles, stance, stakes, identity urges, participation design, intended reaction, smallest useful commitment, evidence provenance, evaluation contract, and wrong-reading locks.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-138,FR,Insert a mandatory category layer,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,Every Atomic Content Harness must bind exactly one Canonical Format Category between the Shared Activative Core and its atomic constitution.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-139,FR,Support five canonical categories,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"The initial category registry must include Short-Form Edited Video, 2D Character Animation, Carousels, Supervisuals, and Conversational Activation / Human Expression with stable IDs and governance owners.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-140,FR,Govern versioned category constitutions,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"Each category must own a versioned constitution defining production surface, specimen types, visual and temporal parsing, composition ontology, sequence model, runtime families, canonical skill requirements, registries, evaluation dimensions, repair classes, observability, compatibility, benchmarks, and migration policy.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-141,FR,Support category-local format profiles,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"A category constitution must support governed format profiles that specialize parsing, sequencing, state, runtime, skill, evaluation, and repair rules before the atomic harness overlay.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-142,FR,Represent the edited-video format mapping,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"The Short-Form Edited Video category must support the governed profiles for Format 01 Story Video, Format 03 Living Commentary, Format 04 Conscious Reaction, Format 05 Silent Dialogue Theatre, Format 06 Data Scale Race, Format 07 Direct Coaching A-Roll, and Format 08 Poetic Quote Theatre.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-143,FR,Represent Format 02 under 2D Character Animation,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,The 2D Character Animation category must initially contain the Format 02 Minimal Coach Theatre profile and must not be collapsed into generic edited video.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-144,FR,Compile 2D character-performance registries,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"The Format 02 profile must require versioned character identity, pose, expression, gesture, gaze, prop and attachment, animation primitive, character state, scene relationship, camera and framing, transition, sonic cue, and compatibility registries as applicable.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-145,FR,Use category-specific syntax parsing,F14,NEEDS_EMPIRICAL_PROTOTYPE,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"The syntax-parsing capability must load category and format ontologies appropriate to the production substrate, including conversational turn and Expression Moment parsing where applicable.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-146,FR,"Use category-specific temporal, conversational, and sequence parsing",F14,NEEDS_EMPIRICAL_PROTOTYPE,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"Sequence-bearing categories must derive observed and hypothesized structure using category-native state, beat, turn, transition, continuity, pacing, silence, and sonic relationships.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-147,FR,Compile category-adapted Activative Sequencing Intelligence,F14,NEEDS_EMPIRICAL_PROTOTYPE,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"Every sequence-bearing harness must receive a format-adapted capability that translates ratified Activative meaning and parsed syntax into viewer or participant roles, state beats, prediction gaps, scene, slide, or conversational-turn roles, transitions, asset or expression states, pacing, silence or sonic cues, payoff, intended reaction, and smallest useful commitment.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-148,FR,"Compile category-owned runtime, evaluation, and repair rules",F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"Each category and profile must contribute its own runtime constraints, invariant tests, quality dimensions, wrong-reading classes, continuity checks, repair ownership, and required telemetry.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-149,FR,Preserve atomic creative ownership,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"The atomic harness overlay must own its exact production promise, semantic workcell, visual or temporal grammar, legal variables, composition templates, evaluation thresholds, and repair behavior that are not proven category mechanisms.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-150,FR,Govern category and profile migration,F14,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,"Category and format-profile changes must generate compatibility analysis, dependent-harness regression plans, migration artifacts, deprecation policy, and receipts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F14-format-categories-sequencing.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-007;BD-008;BD-010;BD-014
FR-151,FR,Generate a versioned Development Capsule,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The Builder must package authorization, Harness IR, readable specifications, contracts, skill bindings and adaptations, runtime graphs, module manifests, tests, implementation planning, and observability configuration into one versioned handoff.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-152,FR,Maintain requirement-to-artifact traceability,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"Every generated contract, module, skill, test, story, and dashboard element must map to governing decisions, FRs or NFRs, and Harness IR nodes.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-153,FR,Generate only justified scaffolding,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The Builder may create schema classes, interface stubs, module shells, manifests, fixtures, and configuration only when an approved IR responsibility, contract, test seam, or runtime need justifies them.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-154,FR,Provide typed interfaces and contract examples,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The capsule must include machine-validatable schemas or interface definitions, positive examples, negative examples, version compatibility rules, and producer-consumer mappings for each required contract.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-155,FR,Provide executable test and benchmark fixtures,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The capsule must include contract, unit-seam, behavioral, integration, golden, adversarial, and benchmark fixtures required by the authorized implementation scope.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-156,FR,Generate dependency-ordered vertical stories,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The implementation plan must decompose authorized scope into stories that deliver complete testable behavior, fit one development-agent context, use only previous-story dependencies, and map to FRs, NFRs, contracts, modules, and acceptance criteria.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-157,FR,Define a first working vertical-slice plan,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The capsule must identify the narrowest end-to-end reference path that proves evidence, one core transformation, one format projection, evaluation, observability, and targeted repair for the selected reference harness.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-158,FR,Govern implementation-discovered deltas,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"When implementation reveals a genuine contradiction or missing decision, the team must create a typed delta linked to the affected IR nodes rather than silently altering constitutional or creative policy in code.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-159,FR,Ingest implementation and certification feedback,F15,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The Builder must accept structured implementation questions, delta outcomes, tests, defects, runtime metrics, repair history, and certification evidence and link them to the Builder and capsule versions that caused them.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F15-development-capsule-handoff.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
FR-160,FR,Inventory V2.1 capabilities and artifacts,F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"Before modification, the project must produce a machine-readable inventory of V2.1 commands, schemas, decision nodes, prompts, references, tests, artifacts, workflows, and known limitations.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-161,FR,Map V2.1 concepts into the next architecture,F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"The migration plan must map existing source saturation, atomicity, Genesis, ratification, OpenSpec, readiness, and Pi assets into Harness IR, target profiles, graphs, skill ecology, benchmarks, and authorization.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-162,FR,Support baseline and candidate dual compilation,F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"During migration, the same eligible target must be compilable through the retained V2.1 baseline and candidate Builder for comparison.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-163,FR,"Require evidence for retention, adaptation, or deprecation",F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"A working V2.1 behavior may be changed or removed only with a documented product rationale, replacement path, tests, migration effect, and benchmark evidence proportional to its risk.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-164,FR,Run regression suites at every migration increment,F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"Each increment must add failing tests or benchmark cases for the intended delta, implement the minimum correction, and rerun V2.1 compatibility plus reference-harness suites.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-165,FR,Define compatibility and alias policy,F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"The Architecture must define which V2.1 CLI commands, configuration fields, artifact names, and status values remain supported, aliased, migrated, or rejected.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-166,FR,Generate migration and deprecation receipts,F16,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,"Every migrated run, artifact, schema, skill, or configuration must record source version, target version, transformations, warnings, losses, and validation results.",docs/tech-specs/REPOSITORY_INVENTORY.md#v21-determination;governance/SOURCE_REGISTER.json,"No V2.1 source, schema, package, workflow, or test exists inside the repository; migration coverage cannot be inferred from PRD history.",BD-003
FR-167,FR,Prove Release 1 through one complete reference path,F16,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-15,"Release 1 must implement the complete Builder spine and use it to specify, implement, evaluate, repair, and certify one Atomic Content Harness vertical slice.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F16-v2-migration-release.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-003
FR-168,FR,Limit certification of unproven categories and targets,F16,NEW_IMPLEMENTATION,RELEASE_1,TS-15,"Release 1 may include structural profiles for other categories, Visual Asset Editor, and Delegation Contract, but must mark them uncertified until their required benchmarks and transfer gates pass.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F16-v2-migration-release.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-003
FR-169,FR,Require portfolio evidence for general Builder certification,F16,DEFERRED,RELEASE_5_GENERAL_CERTIFICATION,TS-15,"The Builder may claim general production readiness only after successful transfer across materially different atomic harnesses, all five category constitutions, the Visual Asset Editor, and the Delegation Contract according to their target gates.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F16-v2-migration-release.md,The PRD schedules general Builder certification after the Release 1 reference and transfer portfolio.,BD-004;BD-007;BD-008;BD-010;BD-014
FR-170,FR,Maintain three versioned target profiles,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"The Builder must register Atomic Content Harness, Visual Asset Editor, and Content↔Asset Delegation Contract as explicit versioned compilation targets sharing only proven control-plane and IR abstractions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-171,FR,Compile the Atomic Content Harness profile,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"The content profile must cover evidence and specimens, Visual Syntax First, atomicity, Activative semantics, category and format profiles, sequencing, assets, runtime, JIT skills, evaluation, repair, and content-harness authorization.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-172,FR,Compile the Visual Asset Editor profile,F17,NEW_IMPLEMENTATION,R1_STRUCTURAL_EXTERNAL_TARGET_UNCERTIFIED,TS-11,"The asset-editor profile must cover asset taxonomy, demand-contract intake, semantic non-mutation, source and rights provenance, research and provider routing, transformation authority, quality, versions, receipts, repair, and editor authorization.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-173,FR,Compile the Delegation Contract profile,F17,NEW_IMPLEMENTATION,R1_STRUCTURAL_EXTERNAL_TARGET_UNCERTIFIED,TS-11,"The delegation profile must cover request and response ABI, ownership boundaries, compatibility, idempotency, timeouts, retries, partial results, errors, provenance, reconciliation, version negotiation, and certification between one content harness and one asset editor.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-174,FR,Use target-specific source profiles,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"Each compilation target must declare its own required repositories, contracts, examples, prior implementations, doctrine, and target folder expectations.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-175,FR,Use target-specific Harness IR profiles,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"The canonical Harness IR must provide a shared governance spine plus typed target-local sections and validation rules for content, editor, and delegation products.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-176,FR,Use target-specific Genesis decision graphs,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"Each target must define the constitutional decisions, dependencies, evidence, ratification owners, and cascade-lock conditions appropriate to its authority and product promise.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-177,FR,Compile target-specific artifact sets,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"Each target profile must declare its required specifications, contracts, skills, graphs, tests, benchmarks, observability views, Development Capsule contents, and readiness receipts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-178,FR,Apply target-specific evaluation and authorization gates,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"The score dimensions, hard blockers, skill maturity, benchmark corpus, repair routes, and implementation authorization criteria must be profile-specific while preserving shared evidence and integrity gates.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-179,FR,Prevent universal-profile flattening,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,The Builder must reject attempts to model all three targets as one generic agent schema whose meaning depends on optional fields and prose conventions.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-180,FR,Validate cross-target compatibility,F17,NEW_IMPLEMENTATION,RELEASE_1,TS-11,"Where products interact, the Builder must validate content demand contracts, editor response contracts, delegation versions, ownership, provenance, error semantics, and authorization compatibility.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F17-three-compilation-targets.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-014
FR-181,FR,Define the canonical Builder Workflow IR,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The Builder must represent each executable Builder workflow as a versioned Workflow IR containing profile identity, nodes, actor assignments, contracts, conditions, routes, budgets, isolation, events, retries, human gates, tests, and promotion status.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-182,FR,Assign one explicit actor model to every node,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every workflow node must declare deterministic code, bounded agent program, human gate, or governed hybrid as its primary actor and must state why that actor is appropriate.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-183,FR,"Model typed nodes, conditions, and feedback edges",F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The Workflow IR must represent node prerequisites, entry conditions, success and failure exits, conditional routes, approved feedback loops, terminal states, and downstream invalidation.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-184,FR,Compile workflows from approved product graphs,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The Builder Workflow Runtime must compile its executable node graph from the governed lifecycle, target profile, capability ownership, phase, context, contract, dependency, repair, and authorization definitions rather than maintain an unrelated orchestration model.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
FR-185,FR,Maintain a versioned Workflow Profile Registry,F18,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"The product must register specialized workflows for materially different work classes, initially including new harness compilation, incremental evidence refresh, V2.1 migration, skill regression, category-constitution change, benchmark regression, repair, incident hotfix, and re-certification as they become release-scoped.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F18-builder-workflow-runtime.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-006;BD-012;BD-013
