term_id,canonical_name,aliases,type,layer,definition,owner_component,source_of_truth,existing_code_refs,existing_doc_refs,bundle_refs,used_by,depends_on,produces,invariants,failure_modes,status,migration_action
style_motion.style.gmg_composer.v1,GMG Composer,[],style,style_motion,Router that chooses GMG expert style rather than writing average prompts directly.,Style Route Engine,,[],[],[],[],[],[],[],[],canonical_to_create,create
style_motion.style.gmg_expert_01_neo_schematic_architect.v1,GMG Expert 01 Neo-Schematic Architect,[],style,style_motion,"GMG style route for systems, networks, nodes, diagrams, causal flows, and high-end UI motion.",Style Route Engine,docs/analysis/identity_engine_architecture.md,"[""docs/analysis/identity_engine_architecture.md"", ""docs/architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.gmg_expert_02_mono_kinetic_protagonist.v1,GMG Expert 02 Mono-Kinetic Protagonist,[],style,style_motion,"GMG style route for a symbolic high-contrast avatar, weather, noir, single-word impact, and living-statue stance.",Style Route Engine,,[],[],[],[],[],[],[],[],canonical_to_create,create
style_motion.style.gmg_expert_03_emotional_animator.v1,GMG Expert 03 Emotional Animator,[],style,style_motion,GMG style route combining universal stick figures with photorealistic object cutouts on paper texture.,Style Route Engine,docs/stories/story-5-6-cral-context-premise-emotional-dna-and-root-down-induction.md,"[""docs/stories/story-5-6-cral-context-premise-emotional-dna-and-root-down-induction.md"", ""docs/tech-specs/TS-CMF-028-cral-context-premise-emotional-dna-and-root-down-induction.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.gmg_expert_04_paper_architect.v1,GMG Expert 04 Paper Architect,[],style,style_motion,"GMG style route for documents, archives, photos, torn artifacts, evidence, tape, paperclips, and stop-motion authenticity.",Style Route Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md"", ""docs/analysis/identity_engine_architecture.md"", ""docs/architecture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.gmg_expert_05_editorial_scribe.v1,GMG Expert 05 Editorial Scribe,[],style,style_motion,"GMG style route for duotone flat editorial illustrations, metrics, hand-drawn labels, and paper-ground explainers.",Style Route Engine,,[],[],[],[],[],[],[],[],canonical_to_create,create
style_motion.style.gmg_expert_06_visual_synthesizer.v1,GMG Expert 06 Visual Synthesizer,[],style,style_motion,"GMG style route for black/white geometry, visual equations, negative space, and abstract logic.",Style Route Engine,docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md,"[""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.gmg_generative_motion_graphics.v1,GMG Generative Motion Graphics,[],style,style_motion,Routed motion-graphics style system governed by isolated expert profiles and source-noun extraction.,Style Route Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-089-generative-asset-factory-layer-extraction-and-repair-queue-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-111-twod-character-provider-adapters-rig-authoring-asset-promotion-build.md"", ""docs/stories/story-5-6-cral-context-premise-emotional-dna-and-root-down-induction.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.geometrics_style.v1,Geometrics Style,[],style,style_motion,"GMG/Skia/Motion-Canvas-compatible geometric visual style for abstract mechanisms, diagrams, and pure logic.",Style Route Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/audits/CMF_VISUAL_GEOMETRICS_SKIA_SAM3_PRETEXT_AUDIT_2026-06-24.md"", ""docs/tech-specs/TS-CMF-095-geometrics-still-visual-composition-runtime-skia-sam3-pretext.md"", ""registries/cmf-assembler-schemas/dep_vid_020_caption_style_config.schema.json""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.no_average_output_rule.v1,No Average Output Rule,[],style,style_motion,Style doctrine requiring scenes to route to a specific expert/style rather than blending isolated experts into generic output.,Style Route Engine,registries/sfl/compression_rules/SFL-CR-001.yaml,"[""registries/sfl/compression_rules/SFL-CR-001.yaml"", ""registries/sfl/compression_rules/SFL-CR-002.yaml"", ""registries/sfl/compression_rules/SFL-CR-003.yaml"", ""registries/sfl/compression_rules/SFL-CR-004.yaml""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.paper_cut_artifact_style.v1,Paper-Cut Artifact Style,[],style,style_motion,Style route that transforms real-life artifacts into cutout paper objects while preserving recognizability.,Style Route Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-132-canonical-stage-artifacts-human-approval-and-reviewer-protocol-build.md"", ""docs/stories/story-2-2-recording-setup-and-source-artifact-gate.md"", ""docs/stories/story-4-3-paper-cut-rig-and-creative-libraries.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.paper_cut_editorial.v1,Paper-Cut Editorial,[],style,style_motion,"Tactile handmade paper-cut visual family for explainers, avatar scenes, and artifact-based familiarity.",Style Route Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime-build.md"", ""docs/stories/story-4-3-paper-cut-rig-and-creative-libraries.md"", ""docs/tech-specs/TS-CMF-020-paper-cut-rig-and-creative-libraries.md"", ""docs/tech-specs/TS-CMF-086-papercut-rig-layer-motion-and-sfx-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
style_motion.style.ui_reaction_surface_style.v1,UI Reaction Surface Style,[],style,style_motion,"Visual style for polls, rankings, tier lists, comments, debate cards, and score states.",Style Route Engine,docs/architecture/april_updates/Phase2_Conscious_Reactions_Epics.md,"[""docs/architecture/april_updates/Phase2_Conscious_Reactions_Epics.md"", ""docs/architecture/cbar_audits/CBAR_Audit_Phase2_Conscious_Reactions.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-072-scene-template-runtime-binding-for-reaction-clips-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-074-reaction-clip-renderer-and-background-removal-compositing-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.agent.storyboard_commander.v1,Storyboard Commander,[],agent,visual_preproduction,"Batch structural auditor that authorizes or rejects storyboard batches based on context, identity, and montage logic.",Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.agent.storyboard_composer.v1,Storyboard Composer,[],agent,visual_preproduction,VDP-native visual prompt generation agent that transforms beat clusters into PRIMAL/VAE/constraint-gated prompt files.,Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.agent.visual_analyst.v1,Visual Analyst,[],agent,visual_preproduction,Validation agent that verifies storyboard and prompt compliance before provider execution.,Visual Pre-Production System,docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md,"[""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.arc_progression_check.v1,Arc Progression Check,[],contract,visual_preproduction,"Check that light, posture, energy, and emotional direction progress logically across scenes.",Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.camera_directive_passthrough_check.v1,Camera Directive Passthrough Check,[],contract,visual_preproduction,Check that Visual Cinematic Premise and camera directive are interpreted rather than invented.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.character_anchor_immutability_check.v1,Character Anchor Immutability Check,[],contract,visual_preproduction,Critical Visual Analyst check that physical DNA remains verbatim and identity does not drift.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-110-twod-character-engine-object-model-and-character-genesis-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-111-twod-character-provider-adapters-rig-authoring-asset-promotion-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-112-twodcharacterprogram-and-performance-compiler-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.constraint_c_cascade_lock.v1,Constraint C Cascade Lock,[],contract,visual_preproduction,Gate preventing downstream prompt changes from violating upstream approved decisions.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-128-render-runtime-selection-and-locking-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-128-render-runtime-selection-and-locking-build.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning_Epics_Stories.md"", ""docs/methodology/CBAR_Constraint_Based_Adversarial_Reasoning.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.constraint_c_environment_source_hierarchy.v1,Constraint C Environment Source Hierarchy,[],contract,visual_preproduction,"Gate resolving transcript, visual schema, and PRIMAL environment conflicts.",Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-091-open-source-adapter-template-conversion-and-sandboxing-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-127-real-footage-corpus-and-source-media-retrieval-adapter-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-131-budget-cost-and-resource-governance-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.constraint_c_identity_posture_separation.v1,Constraint C Identity Posture Separation,[],contract,visual_preproduction,Gate separating invariant brand-avatar identity from beat-specific posture and expression.,Visual Pre-Production System,docs/analysis/identity_engine_architecture.md,"[""docs/analysis/identity_engine_architecture.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning_Epics_Stories.md"", ""docs/methodology/CBAR_Constraint_Based_Adversarial_Reasoning.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.constraint_c_lighting_anti_clich_collision.v1,Constraint C Lighting Anti-Cliché Collision,[],contract,visual_preproduction,Gate checking whether lighting preset accidentally evokes a banned stock scene.,Visual Pre-Production System,docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md,"[""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning_Epics_Stories.md"", ""docs/methodology/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""docs/stories/story-10-2-memory-review-correction-expiry-and-quarantine.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.constraint_c_shot_distribution_logic.v1,Constraint C Shot Distribution Logic,[],contract,visual_preproduction,Gate ensuring shot choices serve arc beats and visual cinematic premise.,Visual Pre-Production System,docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md,"[""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning_Epics_Stories.md"", ""docs/methodology/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""registries/cmf-assembler-schemas/dep_vid_034_constraint_resolution_manifest.schema.json""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.constraint_c_word_count_physics.v1,Constraint C Word Count Physics,[],contract,visual_preproduction,Gate ensuring prompt block lengths and character anchor word counts fit provider behavior.,Visual Pre-Production System,docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md,"[""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""docs/architecture/spec updates/CBAR_Constraint_Based_Adversarial_Reasoning_Epics_Stories.md"", ""docs/methodology/CBAR_Constraint_Based_Adversarial_Reasoning.md"", ""registries/cmf-assembler-schemas/dep_vid_034_constraint_resolution_manifest.schema.json""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.environment_logic_check.v1,Environment Logic Check,[],contract,visual_preproduction,"Check that environment, light, and narrative arc are coherent.",Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.kinetic_verb_validation.v1,Kinetic Verb Validation,[],contract,visual_preproduction,Check that exactly one approved kinetic verb is selected for a beat.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md"", ""docs/stories/story-11-1-persona-code-registry-and-validation.md"", ""docs/tech-specs/TS-CMF-062-persona-code-registry-and-validation.md"", ""src/ccp_studio/services/rig_validation_service.py""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.lighting_preset_validation.v1,Lighting Preset Validation,[],contract,visual_preproduction,Check that a valid emotional-temperature lighting preset is selected.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md"", ""docs/stories/story-11-1-persona-code-registry-and-validation.md"", ""docs/tech-specs/TS-CMF-062-persona-code-registry-and-validation.md"", ""registries/cmf-assembler-schemas/dep_vid_003_transition_preset_library.yaml""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.primal_body_truth.v1,PRIMAL Body Truth,[],contract,visual_preproduction,Specific bodily manifestation of a beat’s emotion unique to the person/source.,Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.contract.primal_environment.v1,PRIMAL Environment,[],contract,visual_preproduction,Source-grounded location or spatial environment for the visual beat.,Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.contract.primal_feeling.v1,PRIMAL Feeling,[],contract,visual_preproduction,Visceral sentence naming exact emotional frequency for a beat.,Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.contract.primal_timestamp.v1,PRIMAL Timestamp,[],contract,visual_preproduction,Exact quote and timestamp grounding the visual beat.,Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.contract.primal_uniqueness.v1,PRIMAL Uniqueness,[],contract,visual_preproduction,"Reason the scene could only come from this person, not a generic stock subject.",Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.contract.spr_coherence_check.v1,SPR Coherence Check,[],contract,visual_preproduction,Check that compressed sensory/emotional prompt signature avoids contamination and forbidden terms.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.storyboard_ingredients.v1,Storyboard Ingredients,[],contract,visual_preproduction,"Pre-scored T-Codes, V-Codes, kinetic verbs, beat clusters, and visual intent inputs for storyboard composer.",Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
visual_preproduction.contract.t_code_consistency_check.v1,T-Code Consistency Check,[],contract,visual_preproduction,Visual Analyst check that T-Code matches arc beat and does not violate banned T-Code rules.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/content-asset-code-and-format-registry.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.timestamp_accuracy_check.v1,Timestamp Accuracy Check,[],contract,visual_preproduction,Check that quoted source moment and storyboard timestamp match transcript.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.uniqueness_check.v1,Uniqueness Check,[],contract,visual_preproduction,Check that the scene is specific rather than generic stock imagery.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.v_code_hierarchy_check.v1,V-Code Hierarchy Check,[],contract,visual_preproduction,Visual Analyst check that high-power V-Codes are used only for appropriate narrative functions.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-062-persona-code-registry-and-validation-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/content-asset-code-and-format-registry.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.vae_anti_clich_gate.v1,VAE Anti-Cliché Gate,[],contract,visual_preproduction,Stock-scene rejection and replacement with source-specific visual approach.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-069-adk-agents-cli-adapter-export-and-drift-gate-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-069-adk-agents-cli-adapter-export-and-drift-gate-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-119-sequence-eval-gates-learning-package-sequencing-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.vae_semantic_check.v1,VAE Semantic Check,[],contract,visual_preproduction,Specific emotional texture validation before visual prompting.,Visual Pre-Production System,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime-build.md"", ""docs/stories/story-10-6-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-061-operational-readiness-checks.md"", ""docs/tech-specs/TS-CMF-125-brand-scoped-project-workspace-and-checkpoint-runtime.md""]",[],[],[],[],[],[],[],partial_existing,extend
visual_preproduction.contract.vae_shadow_filter.v1,VAE Shadow Filter,[],contract,visual_preproduction,Body-language filter showing emotion through physical manifestation rather than generic expression.,Visual Pre-Production System,,[],[],[],[],[],[],[],[],canonical_to_create,create
composition.composition.16_9_source_only.v1,16:9 Source Only,[],composition,composition,"Horizontal raw/source/reference frame, not a final short-form output in the current strategy.",Composition Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-091-open-source-adapter-template-conversion-and-sandboxing-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-127-real-footage-corpus-and-source-media-retrieval-adapter-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-131-budget-cost-and-resource-governance-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
composition.composition.1_1_soft_rounded_editorial.v1,1:1 Soft-Rounded Editorial,[],composition,composition,"Square premium frame with rounded inner card, soft shadow, restrained captions, and Apple-like polish.",Composition Engine,,[],[],[],[],[],[],[],[],canonical_to_create,create
composition.composition.4_5_feed_poster.v1,4:5 Feed Poster,[],composition,composition,Instagram/feed poster or carousel slide format with high-save still visual hierarchy.,Composition Engine,registries/primitives/experience_plane/feedback_scoring/EXP-FBK-001.yaml,"[""registries/primitives/experience_plane/feedback_scoring/EXP-FBK-001.yaml"", ""registries/primitives/experience_plane/feedback_scoring/EXP-FBK-002.yaml"", ""registries/primitives/experience_plane/feedback_scoring/EXP-FBK-003.yaml"", ""registries/primitives/experience_plane/feedback_scoring/EXP-FBK-004.yaml""]",[],[],[],[],[],[],[],partial_existing,extend
composition.composition.9_16_full_vertical.v1,9:16 Full Vertical,[],composition,composition,Full vertical social video or still format optimized for mobile face/object/text hierarchy.,Composition Engine,,[],[],[],[],[],[],[],[],canonical_to_create,create
composition.composition.9_16_split_reaction.v1,9:16 Split Reaction,[],composition,composition,Vertical reaction format with UI/content/prompt on top and human reaction or cutout below.,Composition Engine,docs/architecture/april_updates/Phase2_Conscious_Reactions_Epics.md,"[""docs/architecture/april_updates/Phase2_Conscious_Reactions_Epics.md"", ""docs/architecture/cbar_audits/CBAR_Audit_Phase2_Conscious_Reactions.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-072-scene-template-runtime-binding-for-reaction-clips-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-074-reaction-clip-renderer-and-background-removal-compositing-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
composition.composition.attention_path.v1,Attention Path,[],composition,composition,"Planned sequence of visual focus points through a still, slide, or scene.",Composition Engine,,[],[],[],[],[],[],[],[],canonical_to_create,create
composition.composition.carousel_composition.v1,Carousel Composition,[],composition,composition,Multi-slide sequence of slide compositions governed by viewer-state and primitive obligations.,Composition Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-096-carousel-slide-composition-library-and-sequence-builder-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-096-carousel-slide-composition-library-and-sequence-builder-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-098-carousel-composition-atlas-registry-and-router-integration-build.md"", ""docs/composition-libraries/CMF_Carousel_Slide_Composition_Library.md"", ""docs/tech-specs/TS-CMF-096-carousel-slide-composition-library-and-sequence-builder.md""]",[],[],[],[],[],[],[],partial_existing,extend
