"requirement_id","type","feature_id","title","release_1_scope","source_requirement","locked_decisions","user_journeys","cross_cutting_nfrs","concrete_repository_evidence","executable_code_evidence","executable_test_evidence","verdict","verdict_basis","technical_spec_owner"
"FR-111","FR","F14","Synthesize verdicts with hard-gate precedence","R1_APPLICABLE","prd/05-features/F14-visual-evaluation-profiles.md","D004|D010|D017|D018|D020|D025|D027","UJ-03|UJ-04|UJ-07|UJ-09|UJ-13","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005","contracts/schemas/VISUAL_QUALITY_EVALUATION.schema.yaml; contracts/examples/format02_visual_quality_evaluation.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-06"
"FR-112","FR","F14","Certify evaluator versions independently","R1_APPLICABLE","prd/05-features/F14-visual-evaluation-profiles.md","D004|D010|D017|D018|D020|D025|D027","UJ-03|UJ-04|UJ-07|UJ-09|UJ-13","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005","contracts/schemas/VISUAL_QUALITY_EVALUATION.schema.yaml; contracts/examples/format02_visual_quality_evaluation.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-06"
"FR-113","FR","F15","Emit a typed repair contract for every quality rerun","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-114","FR","F15","Preserve successful properties explicitly","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-115","FR","F15","Apply the least disruptive repair hierarchy","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-116","FR","F15","Require causal production changes","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-117","FR","F15","Rerun only invalidated nodes","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-118","FR","F15","Enforce three quality-repair rounds","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-119","FR","F15","Separate repair from demand amendment","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-120","FR","F15","Capture repair effectiveness for steering and regression","R1_APPLICABLE","prd/05-features/F15-repair-invalidation-reruns.md","D002|D013|D017|D018|D020|D024","UJ-07|UJ-08|UJ-10|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml; contracts/examples/format02_visual_repair_contract.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml#constitutional_limits","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-07"
"FR-121","FR","F16","Register six Budget Programs","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-05"
"FR-122","FR","F16","Expose program selection in the supervisory menu","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-05"
"FR-123","FR","F16","Compile bounded candidate portfolios","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-05"
"FR-124","FR","F16","Use controlled variation for exploration","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-05"
"FR-125","FR","F16","Filter hard-gate failures before ranking","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-05"
"FR-126","FR","F16","Select the best validated candidate within budget","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-05"
"FR-127","FR","F16","Support adaptive expansion and early stopping","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-05"
"FR-128","FR","F16","Emit complete budget and portfolio receipts","R1_APPLICABLE","prd/05-features/F16-budget-programs-candidate-portfolios.md","D002|D019|D020|D021|D022|D025","UJ-02|UJ-05|UJ-06|UJ-10","NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/BUDGET_PROGRAM.schema.yaml; governance/BUDGET_PROGRAM_REGISTRY.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml#properties.budget_receipt","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-05"
"FR-129","FR","F17","Capture steering evidence from production","R1_APPLICABLE","prd/05-features/F17-steering-intelligence-cmf-okf-retrieval.md","D014|D019|D020|D021|D027","UJ-09|UJ-10|UJ-15","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005","contracts/schemas/VISUAL_STEERING_RECIPE.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; governance/CMF_OKF_PROFILE.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-08"
"FR-130","FR","F17","Compile versioned Visual Steering Recipes","R1_APPLICABLE","prd/05-features/F17-steering-intelligence-cmf-okf-retrieval.md","D014|D019|D020|D021|D027","UJ-09|UJ-10|UJ-15","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005","contracts/schemas/VISUAL_STEERING_RECIPE.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; governance/CMF_OKF_PROFILE.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-08"
"FR-131","FR","F17","Promote recipes through governed learning states","R1_APPLICABLE","prd/05-features/F17-steering-intelligence-cmf-okf-retrieval.md","D014|D019|D020|D021|D027","UJ-09|UJ-10|UJ-15","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005","contracts/schemas/VISUAL_STEERING_RECIPE.schema.yaml; contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; governance/CMF_OKF_PROFILE.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-08"
