id,type,title,classification,release_scope,tech_spec,component_id,architecture_component,adr_ids,locked_decisions,architecture_mechanism,verification_strategy,blocking_decisions,requirement_source
FR-148,FR,"Compile category-owned runtime, evaluation, and repair rules",NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-149,FR,Preserve atomic creative ownership,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D008;D030;D033,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-150,FR,Govern category and profile migration,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-151,FR,Generate a versioned Development Capsule,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-152,FR,Maintain requirement-to-artifact traceability,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D011;D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-153,FR,Generate only justified scaffolding,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D001;D015;D029;D033,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-154,FR,Provide typed interfaces and contract examples,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D014;D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-155,FR,Provide executable test and benchmark fixtures,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D021;D023;D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-156,FR,Generate dependency-ordered vertical stories,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D029;D032,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-157,FR,Define a first working vertical-slice plan,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D022;D032,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-158,FR,Govern implementation-discovered deltas,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D010;D026;D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-159,FR,Ingest implementation and certification feedback,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D003;D022;D028;D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F15-development-capsule-handoff.md
FR-160,FR,Inventory V2.1 capabilities and artifacts,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-161,FR,Map V2.1 concepts into the next architecture,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-162,FR,Support baseline and candidate dual compilation,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D022;D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-163,FR,"Require evidence for retention, adaptation, or deprecation",NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-164,FR,Run regression suites at every migration increment,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D021;D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-165,FR,Define compatibility and alias policy,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-166,FR,Generate migration and deprecation receipts,NOT_APPLICABLE,N/A_NO_LOCAL_V2_1,IMPLEMENTATION_BASELINE,C18,External Contract Ports,ADR-015,D025;D028,explicit no-local-V2.1 disposition with repository-evidence invalidation trigger,repository-inventory;authority-review;classification-invalidation,BD-003,prd/05-features/F16-v2-migration-release.md
FR-167,FR,Prove Release 1 through one complete reference path,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-15,C15,Format 02 Reference Slice,ADR-014;ADR-018,D003;D022;D032,"Format 02 non-regression, enriched stub asset-demand lineage, reference benchmark and downstream evidence",end-to-end;non-regression;stub-lineage;workflow;fault;security;benchmark;handoff;downstream,BD-003,prd/05-features/F16-v2-migration-release.md
FR-168,FR,Limit certification of unproven categories and targets,NEW_IMPLEMENTATION,RELEASE_1,TS-15,C15,Format 02 Reference Slice,ADR-014;ADR-018,D004;D032;D033,"Format 02 non-regression, enriched stub asset-demand lineage, reference benchmark and downstream evidence",end-to-end;non-regression;stub-lineage;workflow;fault;security;benchmark;handoff;downstream,BD-003,prd/05-features/F16-v2-migration-release.md
FR-169,FR,Require portfolio evidence for general Builder certification,DEFERRED,RELEASE_5_GENERAL_CERTIFICATION,TS-15,C15,Format 02 Reference Slice,ADR-014;ADR-018,D022;D032;D033,"Format 02 non-regression, enriched stub asset-demand lineage, reference benchmark and downstream evidence",end-to-end;non-regression;stub-lineage;workflow;fault;security;benchmark;handoff;downstream,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F16-v2-migration-release.md
FR-170,FR,Maintain three versioned target profiles,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D004;D006,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-171,FR,Compile the Atomic Content Harness profile,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D004;D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-172,FR,Compile the Visual Asset Editor profile,NEW_IMPLEMENTATION,R1_STRUCTURAL_EXTERNAL_TARGET_UNCERTIFIED,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D004,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-173,FR,Compile the Delegation Contract profile,NEW_IMPLEMENTATION,R1_STRUCTURAL_EXTERNAL_TARGET_UNCERTIFIED,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D004,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-174,FR,Use target-specific source profiles,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D005,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-175,FR,Use target-specific Harness IR profiles,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D011,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-176,FR,Use target-specific Genesis decision graphs,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D006;D010,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-177,FR,Compile target-specific artifact sets,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D029,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-178,FR,Apply target-specific evaluation and authorization gates,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D021;D024;D027,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-179,FR,Prevent universal-profile flattening,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D004;D033,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-180,FR,Validate cross-target compatibility,NEW_IMPLEMENTATION,RELEASE_1,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D004;D014;D026,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-014,prd/05-features/F17-three-compilation-targets.md
FR-181,FR,Define the canonical Builder Workflow IR,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D011;D013;D014,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-182,FR,Assign one explicit actor model to every node,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D002;D012;D015,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-183,FR,"Model typed nodes, conditions, and feedback edges",NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D013;D014;D026,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-184,FR,Compile workflows from approved product graphs,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D011;D012;D013;D014;D019;D026;D027,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-185,FR,Maintain a versioned Workflow Profile Registry,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D021;D022;D028;D032,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-186,FR,Route requests through an explicit Workflow Router,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D002;D006;D012;D019;D025,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-187,FR,Require a manual shadow workflow before production automation,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D022;D028;D032,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-188,FR,Separate deterministic code execution from agent execution,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D012;D014;D015;D018;D033,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-189,FR,Execute agent nodes through evaluated phase-local capsules,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D013;D017;D018;D019;D020;D021,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-190,FR,Validate every node before releasing its outputs,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D014;D021;D024;D027,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-191,FR,Return structured failure context only to the responsible node,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D014;D020;D026,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-192,FR,Require root-cause investigation before workflow repair,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D024;D026;D033,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-193,FR,"Enforce bounded retries, timeouts, and circuit breakers",NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D019;D024;D026;D033,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-194,FR,Support idempotent checkpoints and resume,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D011;D019;D025;D026,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-195,FR,Isolate workflow nodes and implementation tasks,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D012;D015;D025;D029,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-196,FR,"Apply least-privilege tool, source, secret, and network access",NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D012;D014;D016;D020;D033,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-197,FR,Parallelize only dependency-independent work,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D013;D014;D019;D024,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-198,FR,Use quality-gated candidate races,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D021;D024;D033,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-199,FR,Route model and compute by task complexity and risk,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D012;D020;D024,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-200,FR,Isolate independent evaluators from generator context,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D014;D020;D021;D024,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-201,FR,Place human gates according to authority and operational risk,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D002;D006;D010;D024;D027,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-202,FR,Expose workflow queues and status transitions,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D006;D025,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-203,FR,Emit node-level workflow telemetry,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D024;D025;D027,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-204,FR,Test complete workflow behavior at public seams,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D022;D023;D024;D032,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-205,FR,Run workflow fault-injection and recovery tests,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D022;D023;D024;D026,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-206,FR,Promote workflow definitions through CI and release gates,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D021;D022;D024;D028,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-207,FR,"Version, migrate, and roll back workflow profiles",NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D011;D025;D028,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-208,FR,Provide specialized incident and hotfix workflows,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D002;D024;D025;D026;D027;D028,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-209,FR,"Measure workflow cost, latency, quality, and intervention",NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D003;D020;D024;D025,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
FR-210,FR,Reject monolithic skill-owned production workflows,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,D001;D012;D013;D014;D017;D027;D033,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-005;BD-006;BD-012;BD-013,prd/05-features/F18-builder-workflow-runtime.md
NFR-REL-001,NFR,Deterministic replay,NEW_IMPLEMENTATION,RELEASE_1,TS-06,C06,Harness IR And Compilers,ADR-002;ADR-003;ADR-004,,"canonical Harness IR, rich semantic refs, conversational receipts, visual handoffs, canonical JSON, migrations, drift guard",unit;golden;property;contract;cross-artifact;migration;drift;sandbox,BD-001,prd/06-cross-cutting-nfrs.md
NFR-REL-002,NFR,Resumability,NEW_IMPLEMENTATION,RELEASE_1,TS-01,C01,Run Governance,ADR-001;ADR-003;ADR-005,,"event-sourced Run aggregate, target profiles, guarded state machine, authority receipts, checkpoints",unit;state-machine;authority;concurrency;replay;resume;boundary,BD-001,prd/06-cross-cutting-nfrs.md
NFR-REL-003,NFR,Idempotent compilation,NEW_IMPLEMENTATION,RELEASE_1,TS-06,C06,Harness IR And Compilers,ADR-002;ADR-003;ADR-004,,"canonical Harness IR, rich semantic refs, conversational receipts, visual handoffs, canonical JSON, migrations, drift guard",unit;golden;property;contract;cross-artifact;migration;drift;sandbox,BD-001,prd/06-cross-cutting-nfrs.md
NFR-REL-004,NFR,Failure isolation,NEW_IMPLEMENTATION,RELEASE_1,TS-14,C14,Workflow Runtime,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,,"canonical Workflow IR, conversational recompile routes, activation-first visual handoff, bounded executors and incidents",unit;conversational-route;visual-handoff;workflow;fault;security;replay;resume;rollback,BD-001,prd/06-cross-cutting-nfrs.md
