requirement_id,requirement_type,title,feature_id,decisions,journeys,nfrs,testable_consequence_1,testable_consequence_2
FR-069,FR,Compile deterministic provider graphs,F09,D003|D005|D009|D011|D012|D013|D018|D019|D024,UJ-01|UJ-02|UJ-03|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The provider artifact includes a source plan hash and compiler version.,Manual runtime graph editing invalidates the compiled identity unless captured as a new governed profile.
FR-070,FR,Compile evaluation and repair subgraphs,F09,D003|D005|D009|D011|D012|D013|D018|D019|D024,UJ-01|UJ-02|UJ-03|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The execution graph contains every acceptance hard gate before promotion.,A production graph that omits the applicable evaluator cannot be certified.
FR-071,FR,Version and amend plans without mutating demands,F09,D003|D005|D009|D011|D012|D013|D018|D019|D024,UJ-01|UJ-02|UJ-03|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Valid prior outputs are reused when dependency analysis allows.,Demand-authority changes cannot be disguised as plan revisions.
FR-072,FR,Preserve plan-to-execution reproducibility,F09,D003|D005|D009|D011|D012|D013|D018|D019|D024,UJ-01|UJ-02|UJ-03|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,A dry-run can validate plan capability and budget without GPU execution.,An accepted asset whose executed graph cannot be reconciled with its plan fails traceability.
FR-073,FR,Execute typed production nodes,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,The scheduler refuses incomplete node definitions.,An opaque long-running job without typed stages is outside certified scope.
FR-074,FR,Persist an append-only production event stream,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Run state can be reconstructed from authoritative events plus immutable artifacts.,A UI-only status change without an event is invalid.
FR-075,FR,Checkpoint successful nodes,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,An interrupted run resumes from the first invalid or incomplete node.,"Successful retrieval, control preparation, or deterministic transforms are not repeated without invalidation."
FR-076,FR,Separate infrastructure retries from quality repairs,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Receipts report infrastructure attempts and quality rounds separately.,An infrastructure failure cannot consume or reset the quality-repair count.
FR-077,FR,"Enforce bounded timeouts, retries, and circuit breakers",F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Exhaustion produces a typed terminal or exception state with preserved evidence.,The runtime cannot loop indefinitely on an unavailable provider or recurring error.
FR-078,FR,Run dependency-safe bounded parallelism,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,Cancellation and failure of one branch do not corrupt valid siblings.,Parallel nodes with shared mutable state are rejected unless an explicit merge protocol exists.
FR-079,FR,Support governed cancellation and backpressure,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,"Cancellation preserves events, created artifacts, learning evidence, and cost receipts.",Backpressure cannot silently switch to uncertified or degraded production.
FR-080,FR,Define explicit terminal states,F10,D013|D015|D017|D018|D019|D021|D023|D027,UJ-02|UJ-05|UJ-07|UJ-08|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,"Every terminal state has required evidence, owner, and allowed next action.",A stalled run cannot remain indefinitely in a nonterminal status without heartbeat or escalation.
FR-081,FR,Store rich Visual Asset Memory records,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,The memory record can answer both production and composition suitability questions.,A generic embedding-only asset record is insufficient.
FR-082,FR,Create one Visual Usage Receipt per rendered use,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,The exact rendered use is inspectable independently of the source asset.,Usage count without context cannot drive fatigue decisions.
FR-083,FR,Generate syntax-context fingerprints,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Retrieval and recurrence evaluation can compare different files that express the same visual pattern.,File identity alone cannot represent contextual similarity.
FR-084,FR,Classify recurrence contextually with a VLM,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,The VLM provides evidence and comparison references for its verdict.,Previous usage frequency cannot automatically reject a candidate.
FR-085,FR,Retrieve assets through constraint-aware suitability,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"The result explains inclusion, exclusions, recommended route, and any transformation required.",High visual similarity cannot compensate for wrong role or continuity.
FR-086,FR,Prioritize valid reuse before new production,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,The plan records why reuse passed or failed.,New generation without a memory query is nonconformant for asset families with memory enabled.
FR-087,FR,Preserve continuity without creating false fatigue,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Continuity-positive recurrence can be exempted from raw-frequency penalties through explicit evidence.,A model that penalizes required character identity repetition fails recurrence benchmarks.
FR-088,FR,Invalidate or warn on superseded memory,F11,D006|D008|D009|D014|D017|D020|D021,UJ-03|UJ-04|UJ-09|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,Historical use remains visible with the version that was actually consumed.,A superseded asset cannot be returned as current production-ready without an explicit compatibility exception.
FR-089,FR,Support a hybrid compute pool,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,"The plan can route according to capability, policy, queue, cost, and availability.",No single permanent ComfyUI server is required as a product assumption.
FR-090,FR,Use immutable container runtime profiles,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,Execution receipts identify the exact image and environment.,Mutable in-place package installation on a production worker invalidates certification.
FR-091,FR,Manage models and LoRAs as versioned mounted resources,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,The scheduler confirms every required weight is available or transferable before job start.,Unverified model files cannot be loaded by production workers.
FR-092,FR,Expose a uniform asynchronous worker API,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,The runtime can replace one compatible worker without changing the canonical plan.,A worker requiring manual desktop interaction is outside autonomous production scope.
FR-093,FR,Route by capability and expected value,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,The selected runtime and alternatives are preserved in the plan receipt.,Fastest-available routing cannot bypass compatibility or certification.
FR-094,FR,Enforce worker and job isolation,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,Fault-injection tests prove cross-job and registry containment.,A compromised or failed worker can be quarantined without corrupting stored artifacts.
FR-095,FR,Recover from worker and provider failure,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,Recovery resumes from committed workflow checkpoints and preserves quality-round counts.,The operator is not required to restart routine failed jobs.
FR-096,FR,Prove local and cloud reference execution,F12,D011|D013|D015|D019|D021|D023|D025|D027,UJ-02|UJ-05|UJ-08|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-PERF-001|NFR-PERF-002|NFR-PERF-003|NFR-PERF-004|NFR-PERF-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005,"The proof pins hardware, image, nodes, weights, workflow, and results.",Architecture cannot claim a hybrid fabric based only on design documents.
FR-097,FR,Detect reusable capability gaps,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"The proposal includes failed certified alternatives, expected reuse, and affected syntax contexts.",One unattractive candidate or ordinary stochastic failure cannot trigger training.
FR-098,FR,Require evidence-sufficiency analysis,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Insufficient evidence produces a typed blocker and collection plan.,Training cannot begin from an undocumented or contradictory dataset.
FR-099,FR,Compile a typed Capability Development Plan,F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Every training job traces to the approved plan.,Ad hoc notebook training cannot create a registry-eligible production capability.
FR-100,FR,"Prepare datasets in isolated, reproducible pipelines",F13,D016|D019|D020|D025|D026|D027|D028,UJ-10|UJ-11|UJ-13|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The exact training dataset can be reconstructed and diffed.,Untracked manual dataset edits invalidate the training receipt.
