fr_id,feature_id,feature_title,title,owning_product,primary_story_id,primary_tech_spec_id,requirement,trigger_preconditions,required_output_transition,invariants,positive_given,positive_when,positive_then,adversarial_given,adversarial_then,required_evidence,downstream_consumer,downstream_failure,decision_ref,source_refs,lifecycle
AIR-FR-100,F17,"Visual Activation, Composition-Before-Editing, and Production Handoff",Compile feature-level visual contracts,Activative Intelligence Runtime,AIR-ST-17.02,TS-AIR-017,"Required gaze, hands, facial expression, props, evidence, text, scale, depth, motion, sonic cues, and wrong-reading locks shall be represented as independently testable Feature Contracts.","An approved Final Script, Derivative Activation Program, and Activation Transfer Contract require visual embodiment.","A visual activation handoff declares composition function, BBOX intent, negative space, evidence, feature contracts, asset demands, and evaluation criteria without prescribing unapproved provider tactics.",Visual Research precedes generation. | Real-Life Reference precedes generated approximation when applicable. | Composition precedes editing. | VAE and renderers realize meaning; they do not invent it.,"An approved Final Script, Derivative Activation Program, and Activation Transfer Contract require visual embodiment.",the Runtime performs **compile feature-level visual contracts** under the active feature contract,"Required gaze, hands, facial expression, props, evidence, text, scale, depth, motion, sonic cues, and wrong-reading locks shall be represented as independently testable Feature Contracts, and the resulting state is eligible for the feature terminal condition: A visual activation handoff declares composition function, BBOX intent, negative space, evidence, feature contracts, asset demands, and evaluation criteria without prescribing unapproved provider tactics.","composition begins without the approved Final Script, real-life reference package, negative-space plan, or category-native geometry",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | Activation Transfer Contract, source-fidelity trace, composition program, render or preview evidence, and independent reparse",F18,"editing polish hides a weak composition, collapsed negative space, centroid placement, or missing real-life reference",AIR-D022,SRC-AI2-VISUAL-001 | SRC-AHP-F09-001 | SRC-AHP-F15-001 | SRC-VISUAL-DOCTRINE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-101,F17,"Visual Activation, Composition-Before-Editing, and Production Handoff",Emit a bounded Visual Activation Handoff,Activative Intelligence Runtime,AIR-ST-17.03,TS-AIR-017,"The handoff shall include semantic authority, visual narrative, composition intent, asset requirements, allowed variation, source references, and evaluation profile for AHP or VAE consumption.","An approved Final Script, Derivative Activation Program, and Activation Transfer Contract require visual embodiment.","A visual activation handoff declares composition function, BBOX intent, negative space, evidence, feature contracts, asset demands, and evaluation criteria without prescribing unapproved provider tactics.",Visual Research precedes generation. | Real-Life Reference precedes generated approximation when applicable. | Composition precedes editing. | VAE and renderers realize meaning; they do not invent it.,"An approved Final Script, Derivative Activation Program, and Activation Transfer Contract require visual embodiment.",the Runtime performs **emit a bounded visual activation handoff** under the active feature contract,"The handoff shall include semantic authority, visual narrative, composition intent, asset requirements, allowed variation, source references, and evaluation profile for AHP or VAE consumption, and the resulting state is eligible for the feature terminal condition: A visual activation handoff declares composition function, BBOX intent, negative space, evidence, feature contracts, asset demands, and evaluation criteria without prescribing unapproved provider tactics.","composition begins without the approved Final Script, real-life reference package, negative-space plan, or category-native geometry",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | Activation Transfer Contract, source-fidelity trace, composition program, render or preview evidence, and independent reparse",F18,"editing polish hides a weak composition, collapsed negative space, centroid placement, or missing real-life reference",AIR-D022,SRC-AI2-VISUAL-001 | SRC-AHP-F09-001 | SRC-AHP-F15-001 | SRC-VISUAL-DOCTRINE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-102,F17,"Visual Activation, Composition-Before-Editing, and Production Handoff",Reparse rendered visual syntax and activation function,Activative Intelligence Runtime,AIR-ST-17.03,TS-AIR-017,"The completed composition shall be reparsed into observed hierarchy, BBOX relationships, gaze, reading order, timing, and role/tension evidence for comparison with intent.","An approved Final Script, Derivative Activation Program, and Activation Transfer Contract require visual embodiment.","A visual activation handoff declares composition function, BBOX intent, negative space, evidence, feature contracts, asset demands, and evaluation criteria without prescribing unapproved provider tactics.",Visual Research precedes generation. | Real-Life Reference precedes generated approximation when applicable. | Composition precedes editing. | VAE and renderers realize meaning; they do not invent it.,"An approved Final Script, Derivative Activation Program, and Activation Transfer Contract require visual embodiment.",the Runtime performs **reparse rendered visual syntax and activation function** under the active feature contract,"The completed composition shall be reparsed into observed hierarchy, BBOX relationships, gaze, reading order, timing, and role/tension evidence for comparison with intent, and the resulting state is eligible for the feature terminal condition: A visual activation handoff declares composition function, BBOX intent, negative space, evidence, feature contracts, asset demands, and evaluation criteria without prescribing unapproved provider tactics.","composition begins without the approved Final Script, real-life reference package, negative-space plan, or category-native geometry",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | Activation Transfer Contract, source-fidelity trace, composition program, render or preview evidence, and independent reparse",F18,"editing polish hides a weak composition, collapsed negative space, centroid placement, or missing real-life reference",AIR-D022,SRC-AI2-VISUAL-001 | SRC-AHP-F09-001 | SRC-AHP-F15-001 | SRC-VISUAL-DOCTRINE-001,NEW_V2_1_OR_DEEPENED
AIR-FR-103,F18,Human Resolution Episodes and Scoped Learning,Capture every meaningful human resolution,Conscious Activations Studio,AIR-ST-18.01,TS-AIR-018,"Approvals, rejections, candidate selections, revisions, direct manipulations, tool overrides, taste explanations, and publication decisions shall emit immutable HumanResolutionEpisodes.","An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.","The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",One correction is not universal doctrine. | Capture and indexing are automatic. | Live weights and canonical Skills are not rewritten by production usage. | Direct UI changes and language requests produce equivalent typed evidence.,"An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.",the Runtime performs **capture every meaningful human resolution** under the active feature contract,"Approvals, rejections, candidate selections, revisions, direct manipulations, tool overrides, taste explanations, and publication decisions shall emit immutable HumanResolutionEpisodes, and the resulting state is eligible for the feature terminal condition: The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",one episode is treated as universal doctrine or a live model update without an applicability envelope and release evidence,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F19,"local taste feedback mutates unrelated clients, formats, or archetypes and compounds creative sameness",AIR-D023,SRC-AI2-HRE-001 | SRC-STUDIO-AMENDMENT-001 | SRC-AHP-F26-001,NEW_V2_1_OR_DEEPENED
AIR-FR-104,F18,Human Resolution Episodes and Scoped Learning,Attribute each resolution to the responsible layer,Conscious Activations Studio,AIR-ST-18.01,TS-AIR-018,"The episode shall identify whether the issue originated in source understanding, Activative Intelligence, primitive binding, archetype routing, script, retrieval, model, composition, tool, runtime, evaluator, or operator policy.","An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.","The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",One correction is not universal doctrine. | Capture and indexing are automatic. | Live weights and canonical Skills are not rewritten by production usage. | Direct UI changes and language requests produce equivalent typed evidence.,"An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.",the Runtime performs **attribute each resolution to the responsible layer** under the active feature contract,"The episode shall identify whether the issue originated in source understanding, Activative Intelligence, primitive binding, archetype routing, script, retrieval, model, composition, tool, runtime, evaluator, or operator policy, and the resulting state is eligible for the feature terminal condition: The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F19,"local taste feedback mutates unrelated clients, formats, or archetypes and compounds creative sameness",AIR-D023,SRC-AI2-HRE-001 | SRC-STUDIO-AMENDMENT-001 | SRC-AHP-F26-001,NEW_V2_1_OR_DEEPENED
AIR-FR-105,F18,Human Resolution Episodes and Scoped Learning,Index resolutions automatically as programming material,Conscious Activations Studio,AIR-ST-18.02,TS-AIR-018,"Accepted, rejected, repaired, and contradictory episodes shall become retrievable records and candidate SFT, preference, repair, hard-negative, or evaluator examples with exact lineage.","An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.","The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",One correction is not universal doctrine. | Capture and indexing are automatic. | Live weights and canonical Skills are not rewritten by production usage. | Direct UI changes and language requests produce equivalent typed evidence.,"An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.",the Runtime performs **index resolutions automatically as programming material** under the active feature contract,"Accepted, rejected, repaired, and contradictory episodes shall become retrievable records and candidate SFT, preference, repair, hard-negative, or evaluator examples with exact lineage, and the resulting state is eligible for the feature terminal condition: The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F19,"local taste feedback mutates unrelated clients, formats, or archetypes and compounds creative sameness",AIR-D023,SRC-AI2-HRE-001 | SRC-STUDIO-AMENDMENT-001 | SRC-AHP-F26-001,NEW_V2_1_OR_DEEPENED
AIR-FR-106,F18,Human Resolution Episodes and Scoped Learning,Prohibit automatic global promotion and live weight mutation,Conscious Activations Studio,AIR-ST-18.02,TS-AIR-018,"Production use may append evidence and indexes but shall not update live weights, canonical Skills, Primitive registries, archetype authority, or doctrine without a release process.","An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.","The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",One correction is not universal doctrine. | Capture and indexing are automatic. | Live weights and canonical Skills are not rewritten by production usage. | Direct UI changes and language requests produce equivalent typed evidence.,"An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.",the Runtime performs **prohibit automatic global promotion and live weight mutation** under the active feature contract,"Production use may append evidence and indexes but shall not update live weights, canonical Skills, Primitive registries, archetype authority, or doctrine without a release process, and the resulting state is eligible for the feature terminal condition: The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.","the observation evidence is incomplete, the guest state contradicts the prepared path, or the proposed call exceeds the declared pressure policy",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F19,"local taste feedback mutates unrelated clients, formats, or archetypes and compounds creative sameness",AIR-D023,SRC-AI2-HRE-001 | SRC-STUDIO-AMENDMENT-001 | SRC-AHP-F26-001,NEW_V2_1_OR_DEEPENED
AIR-FR-107,F18,Human Resolution Episodes and Scoped Learning,Promote Steering Recipes and learned claims within applicability envelopes,Conscious Activations Studio,AIR-ST-18.03,TS-AIR-018,"Promotion shall require repeated evidence, control comparisons, regression cases, scope, lifecycle, rollback, and human authority.","An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.","The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",One correction is not universal doctrine. | Capture and indexing are automatic. | Live weights and canonical Skills are not rewritten by production usage. | Direct UI changes and language requests produce equivalent typed evidence.,"An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.",the Runtime performs **promote steering recipes and learned claims within applicability envelopes** under the active feature contract,"Promotion shall require repeated evidence, control comparisons, regression cases, scope, lifecycle, rollback, and human authority, and the resulting state is eligible for the feature terminal condition: The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",one episode is treated as universal doctrine or a live model update without an applicability envelope and release evidence,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | model/harness version, dataset and evaluation lineage, applicability envelope, baseline comparison, shadow result, fallback, and rollback",F19,"local taste feedback mutates unrelated clients, formats, or archetypes and compounds creative sameness",AIR-D023,SRC-AI2-HRE-001 | SRC-STUDIO-AMENDMENT-001 | SRC-AHP-F26-001,NEW_V2_1_OR_DEEPENED
AIR-FR-108,F18,Human Resolution Episodes and Scoped Learning,Resolve Identity DNA candidate observations explicitly,Conscious Activations Studio,AIR-ST-18.03,TS-AIR-018,"Identity observations may be accepted, rejected, narrowed, or superseded through a separate profile-resolution event linked to source evidence and HumanResolutionEpisodes.","An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.","The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.",One correction is not universal doctrine. | Capture and indexing are automatic. | Live weights and canonical Skills are not rewritten by production usage. | Direct UI changes and language requests produce equivalent typed evidence.,"An operator approves, rejects, compares, revises, directly manipulates, explains, or publishes a semantic or production result.",the Runtime performs **resolve identity dna candidate observations explicitly** under the active feature contract,"Identity observations may be accepted, rejected, narrowed, or superseded through a separate profile-resolution event linked to source evidence and HumanResolutionEpisodes, and the resulting state is eligible for the feature terminal condition: The resolution is immutable, attributed, indexed for retrieval and dataset construction, and eligible for scoped promotion or rollback.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F19,"local taste feedback mutates unrelated clients, formats, or archetypes and compounds creative sameness",AIR-D023,SRC-AI2-HRE-001 | SRC-STUDIO-AMENDMENT-001 | SRC-AHP-F26-001,NEW_V2_1_OR_DEEPENED
AIR-FR-109,F19,"Failure Attribution, Selective Repair, and JIT Role Capsules",Attribute failures to the authoritative layer,Activative Intelligence Runtime,AIR-ST-19.01,TS-AIR-019,"The system shall distinguish source, epistemic state, Matrix, hypothesis, primitive, archetype, brand/DNA, script, transfer, retrieval, model, composition, tool, runtime, evaluator, and operator-resolution failures.","A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",Repair follows attribution. | Valid upstream meaning is preserved. | Role names do not hide the actual actor. | Every role receives different minimum-complete context and authority.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.",the Runtime performs **attribute failures to the authoritative layer** under the active feature contract,"The system shall distinguish source, epistemic state, Matrix, hypothesis, primitive, archetype, brand/DNA, script, transfer, retrieval, model, composition, tool, runtime, evaluator, and operator-resolution failures, and the resulting state is eligible for the feature terminal condition: The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",the responsible layer is unknown or the proposed repair would regenerate valid upstream work,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F20,"repair regenerates valid upstream work, destroys source lineage, and makes the actual defect impossible to learn from",AIR-D024,SRC-AI2-REPAIR-001 | SRC-AHP-F16-001 | SRC-AHP-F03-001,NEW_V2_1_OR_DEEPENED
AIR-FR-110,F19,"Failure Attribution, Selective Repair, and JIT Role Capsules",Compute descendant-only invalidation,Activative Intelligence Runtime,AIR-ST-19.01,TS-AIR-019,The Runtime shall traverse typed dependencies and invalidate only objects whose validity depends on the failed or superseded object.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",Repair follows attribution. | Valid upstream meaning is preserved. | Role names do not hide the actual actor. | Every role receives different minimum-complete context and authority.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.",the Runtime performs **compute descendant-only invalidation** under the active feature contract,"The Runtime shall traverse typed dependencies and invalidate only objects whose validity depends on the failed or superseded object, and the resulting state is eligible for the feature terminal condition: The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F20,"repair regenerates valid upstream work, destroys source lineage, and makes the actual defect impossible to learn from",AIR-D024,SRC-AI2-REPAIR-001 | SRC-AHP-F16-001 | SRC-AHP-F03-001,NEW_V2_1_OR_DEEPENED
AIR-FR-111,F19,"Failure Attribution, Selective Repair, and JIT Role Capsules",Compile a bounded Repair Program,Activative Intelligence Runtime,AIR-ST-19.02,TS-AIR-019,"A Repair Program shall state the target object, permitted changes, preserved valid properties, required evidence, evaluator, stopping law, and escalation path.","A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",Repair follows attribution. | Valid upstream meaning is preserved. | Role names do not hide the actual actor. | Every role receives different minimum-complete context and authority.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.",the Runtime performs **compile a bounded repair program** under the active feature contract,"A Repair Program shall state the target object, permitted changes, preserved valid properties, required evidence, evaluator, stopping law, and escalation path, and the resulting state is eligible for the feature terminal condition: The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",the responsible layer is unknown or the proposed repair would regenerate valid upstream work,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F20,"repair regenerates valid upstream work, destroys source lineage, and makes the actual defect impossible to learn from",AIR-D024,SRC-AI2-REPAIR-001 | SRC-AHP-F16-001 | SRC-AHP-F03-001,NEW_V2_1_OR_DEEPENED
AIR-FR-112,F19,"Failure Attribution, Selective Repair, and JIT Role Capsules","Represent Hunter, Analyst, Composer, and Commander as explicit workflow roles",Activative Intelligence Runtime,AIR-ST-19.02,TS-AIR-019,"The system shall declare each role’s purpose, actor, inputs, outputs, authority, and handoff rather than treating role labels as hidden personas or autonomous product owners.","A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",Repair follows attribution. | Valid upstream meaning is preserved. | Role names do not hide the actual actor. | Every role receives different minimum-complete context and authority.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","the Runtime performs **represent hunter, analyst, composer, and commander as explicit workflow roles** under the active feature contract","The system shall declare each role’s purpose, actor, inputs, outputs, authority, and handoff rather than treating role labels as hidden personas or autonomous product owners, and the resulting state is eligible for the feature terminal condition: The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",the candidate archetype communicates a topic but does not position the audience inside the approved role and tension,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives",F20,"repair regenerates valid upstream work, destroys source lineage, and makes the actual defect impossible to learn from",AIR-D024,SRC-AI2-REPAIR-001 | SRC-AHP-F16-001 | SRC-AHP-F03-001,NEW_V2_1_OR_DEEPENED
AIR-FR-113,F19,"Failure Attribution, Selective Repair, and JIT Role Capsules",Compile role-specific Minimum Complete Context capsules,Activative Intelligence Runtime,AIR-ST-19.03,TS-AIR-019,"Hunters receive discovery context, Analysts receive evidence and contradictions, Composers receive approved ingredients and contracts, and Commanders receive candidates, receipts, gates, and stopping laws.","A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",Repair follows attribution. | Valid upstream meaning is preserved. | Role names do not hide the actual actor. | Every role receives different minimum-complete context and authority.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.",the Runtime performs **compile role-specific minimum complete context capsules** under the active feature contract,"Hunters receive discovery context, Analysts receive evidence and contradictions, Composers receive approved ingredients and contracts, and Commanders receive candidates, receipts, gates, and stopping laws, and the resulting state is eligible for the feature terminal condition: The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",the candidate archetype communicates a topic but does not position the audience inside the approved role and tension,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives",F20,"repair regenerates valid upstream work, destroys source lineage, and makes the actual defect impossible to learn from",AIR-D024,SRC-AI2-REPAIR-001 | SRC-AHP-F16-001 | SRC-AHP-F03-001,NEW_V2_1_OR_DEEPENED
AIR-FR-114,F19,"Failure Attribution, Selective Repair, and JIT Role Capsules",Replay semantic and repair decisions exactly,Activative Intelligence Runtime,AIR-ST-19.03,TS-AIR-019,"The system shall reproduce the relevant object versions, context capsules, candidates, decisions, repairs, and evaluation results without synthesizing missing human authority.","A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.","The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",Repair follows attribution. | Valid upstream meaning is preserved. | Role names do not hide the actual actor. | Every role receives different minimum-complete context and authority.,"A semantic, reaction, transfer, composition, evaluation, or production result fails or becomes contradicted by new evidence.",the Runtime performs **replay semantic and repair decisions exactly** under the active feature contract,"The system shall reproduce the relevant object versions, context capsules, candidates, decisions, repairs, and evaluation results without synthesizing missing human authority, and the resulting state is eligible for the feature terminal condition: The failure is attributed, descendants are invalidated, a bounded repair or human escalation occurs, and replay proves the correction without unrelated regeneration.",the responsible layer is unknown or the proposed repair would regenerate valid upstream work,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F20,"repair regenerates valid upstream work, destroys source lineage, and makes the actual defect impossible to learn from",AIR-D024,SRC-AI2-REPAIR-001 | SRC-AHP-F16-001 | SRC-AHP-F03-001,NEW_V2_1_OR_DEEPENED
AIR-FR-115,F20,"Programmed Models, Independent Evaluation, Product Integration, and Evidence Promotion",Register exact Programmed Model artifacts and claims,Activative Intelligence Runtime,AIR-ST-20.01,TS-AIR-020,"Every learned implementation shall pin base model, tokenizer, adapter or checkpoint, runtime, training lineage, supported inputs, applicability envelope, limitations, and exact hashes.","A bounded semantic or operational responsibility has a stable contract, dataset opportunity, benchmark, and fallback.","An implementation is registered, evaluated, shadowed, promoted within evidence, integrated through typed handoffs, monitored, and reversible.",Models do not own meaning. | The producing implementation does not approve itself. | The smallest reliable implementation wins within evidence. | Cross-product ownership remains explicit. | Format 02 remains deferred until its current Harness is independently validated.,"A bounded semantic or operational responsibility has a stable contract, dataset opportunity, benchmark, and fallback.",the Runtime performs **register exact programmed model artifacts and claims** under the active feature contract,"Every learned implementation shall pin base model, tokenizer, adapter or checkpoint, runtime, training lineage, supported inputs, applicability envelope, limitations, and exact hashes, and the resulting state is eligible for the feature terminal condition: An implementation is registered, evaluated, shadowed, promoted within evidence, integrated through typed handoffs, monitored, and reversible.","the implementation is outside its capability envelope, approves itself, or crosses the declared product boundary",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | model/harness version, dataset and evaluation lineage, applicability envelope, baseline comparison, shadow result, fallback, and rollback",cross-product release and evidence,"a specialist performs outside evidence, approves itself, or crosses product boundaries while appearing efficient",AIR-D025,SRC-AI2-MODEL-001 | SRC-AHP-MODEL-001 | SRC-HARNESS-RESEARCH-001 | SRC-RECENT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-116,F20,"Programmed Models, Independent Evaluation, Product Integration, and Evidence Promotion",Adapt the harness before increasing model size or training scope,Activative Intelligence Runtime,AIR-ST-20.01,TS-AIR-020,"The system shall diagnose instruction, knowledge, retrieval, tool, context, and planning failures and improve context, tools, checks, or orchestration before assuming a larger model is required.","A bounded semantic or operational responsibility has a stable contract, dataset opportunity, benchmark, and fallback.","An implementation is registered, evaluated, shadowed, promoted within evidence, integrated through typed handoffs, monitored, and reversible.",Models do not own meaning. | The producing implementation does not approve itself. | The smallest reliable implementation wins within evidence. | Cross-product ownership remains explicit. | Format 02 remains deferred until its current Harness is independently validated.,"A bounded semantic or operational responsibility has a stable contract, dataset opportunity, benchmark, and fallback.",the Runtime performs **adapt the harness before increasing model size or training scope** under the active feature contract,"The system shall diagnose instruction, knowledge, retrieval, tool, context, and planning failures and improve context, tools, checks, or orchestration before assuming a larger model is required, and the resulting state is eligible for the feature terminal condition: An implementation is registered, evaluated, shadowed, promoted within evidence, integrated through typed handoffs, monitored, and reversible.","the implementation is outside its capability envelope, approves itself, or crosses the declared product boundary",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | model/harness version, dataset and evaluation lineage, applicability envelope, baseline comparison, shadow result, fallback, and rollback",cross-product release and evidence,"a specialist performs outside evidence, approves itself, or crosses product boundaries while appearing efficient",AIR-D025,SRC-AI2-MODEL-001 | SRC-AHP-MODEL-001 | SRC-HARNESS-RESEARCH-001 | SRC-RECENT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-117,F20,"Programmed Models, Independent Evaluation, Product Integration, and Evidence Promotion","Use independent, layer-specific evaluation",Activative Intelligence Runtime,AIR-ST-20.02,TS-AIR-020,"Deterministic gates shall run first; semantic, Primitive, archetype, transfer, visual, and relationship judgments shall use independent calibrated evaluators and human labels where required.","A bounded semantic or operational responsibility has a stable contract, dataset opportunity, benchmark, and fallback.","An implementation is registered, evaluated, shadowed, promoted within evidence, integrated through typed handoffs, monitored, and reversible.",Models do not own meaning. | The producing implementation does not approve itself. | The smallest reliable implementation wins within evidence. | Cross-product ownership remains explicit. | Format 02 remains deferred until its current Harness is independently validated.,"A bounded semantic or operational responsibility has a stable contract, dataset opportunity, benchmark, and fallback.","the Runtime performs **use independent, layer-specific evaluation** under the active feature contract","Deterministic gates shall run first; semantic, Primitive, archetype, transfer, visual, and relationship judgments shall use independent calibrated evaluators and human labels where required, and the resulting state is eligible for the feature terminal condition: An implementation is registered, evaluated, shadowed, promoted within evidence, integrated through typed handoffs, monitored, and reversible.","the implementation is outside its capability envelope, approves itself, or crosses the declared product boundary",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",cross-product release and evidence,"a specialist performs outside evidence, approves itself, or crosses product boundaries while appearing efficient",AIR-D025,SRC-AI2-MODEL-001 | SRC-AHP-MODEL-001 | SRC-HARNESS-RESEARCH-001 | SRC-RECENT-001,NEW_V2_1_OR_DEEPENED
