fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled,requirement,required_evidence,source_refs
FR-156,AHP,F26,Use human-resolution evidence for governed retrieval and Programmed Model improvement,Conscious Activations Studio,ST-10.05,Capture HumanResolutionEpisodes and use them as scoped programming material,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-003,false,"Eligible HumanResolutionEpisodes shall become immediately retrievable precedents and may later produce supervised examples, preference pairs, hard negatives, repair trajectories, Steering Recipe evidence, or model-training candidates through offline operator-authorized dataset, shadow, evaluation, and promotion gates.","Indexing tests, dataset eligibility, shadow replay, claim benchmark, and promotion receipt.",SRC-AM-001;SRC-CUR-020
FR-157,AHP,F27,Launch campaigns from source packages or Asset Package Specs,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false,"The Studio shall let an authorized operator select a workspace/project, inspect or complete a Canonical Interview Source Package, choose target outputs and Harnesses, set seed/taste direction, budget, deadline, autonomy mode, and launch a governed content batch.","Order schema, source/Harness validation, budget checks, autonomy binding, and launch receipt.",SRC-AM-001;SRC-AM-002;SRC-INT-001
FR-158,AHP,F27,Operate one shared Studio shell with category-native modules,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false,"The product shall provide one shared workspace, project, campaign, run, review, evidence, artifact, worker, provider, budget, and publishing shell while registering Interview Expression, Video Production, Static Composition, Visual Asset, and Knowledge/Programmed Model modules behind current product boundaries.","Route/read-model integration tests, shared identity consistency, product-boundary tests, and accessibility review.",SRC-AM-001;SRC-MIG-001
FR-159,AHP,F27,"Support AUTOPILOT, REVIEW_BEFORE_SHIP, CHECKPOINTED, and SHADOW modes",Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false,"Campaign and Harness bindings shall declare one autonomy mode, allowed human gates, publication authority, exception policy, and mode changes, with mature Harnesses targeting AUTOPILOT or REVIEW_BEFORE_SHIP rather than continuous manual editing.","Mode transition tests, gate/publish enforcement, exception simulations, and receipts.",SRC-AM-001;SRC-AM-002
FR-160,AHP,F27,Provide exception-only review packages and attributable decisions,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false,"When human attention is required, the Studio shall present the exact issue, source and current state, candidates or alternatives, evaluator evidence, authority owner, costs and downstream effects, and permitted actions without forcing the operator to inspect raw logs or rebuild the work.","Review completeness tests, role/permission checks, decision receipts, and operator usability evidence.",SRC-AM-001;SRC-AM-002
FR-161,AHP,F27,"Ship, export, or publish only under explicit authority and evidence",Conscious Activations Studio,ST-10.08,Ship through bound Studio surfaces and publication authority,TS-CAS-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-006,false,"The Studio shall permit final acceptance, export, scheduling, or publication only when the derivative satisfies required technical, Activative, primitive, archetype, Final Script, Voice/Visual DNA, source-lineage, evaluation, and autonomy-mode gates, and shall record the operator authority responsible.","Delivery-profile validation, source-authority checks, mode/authority tests, artifact hashes, and publication receipt.",SRC-AM-001;SRC-AM-002
FR-162,AHP,F27,Route each Harness to the correct supervisory surfaces and live read models,Conscious Activations Studio,ST-10.08,Ship through bound Studio surfaces and publication authority,TS-CAS-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-006,false,"Every Atomic Harness or derivative job shall declare its primary and supporting Studio surfaces, operator-entry policy, visible evidence, permitted commands, and realtime projections without allowing the Studio plugin to change Harness meaning or runtime ownership.","Surface-binding schema, permission/action tests, realtime projection tests, and compatibility receipt.",SRC-AM-001;SRC-CUR-004;SRC-CUR-010
FR-163,AHP,F28,Declare the viewer psychological role inside a named tension,Activative Intelligence Runtime,ST-12.01,Declare role-in-tension and compile Matrix of Edging,TS-AIR-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true,"Every derivative job shall declare the psychological role offered to the viewer, the meaningful tension that makes the role available, the intended movement through that tension, and the evidence connecting the tension to the source.","Source spans, Matrix of Edging trace, role/tension evaluation, and operator approval receipt.",SRC-DOCT-001;SRC-INT-002;SRC-INT-003
FR-164,AHP,F28,"Compile broad signal, coalition signature, and Edge Product through Matrix of Edging",Activative Intelligence Runtime,ST-12.01,Declare role-in-tension and compile Matrix of Edging,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true,The system shall distinguish pre-expression broad primary signal from post-expression Edge Product formation and shall compile surviving primitive candidates into one measurable Coalition Signature.,"Candidate survival scores, coalition geometry, fatality cases, and routeability receipts.",SRC-DOCT-001;SRC-DOCT-006;SRC-DOCT-009
FR-165,AHP,F28,Compile an archetype coalition for every derivative,Activative Intelligence Runtime,ST-12.02,Compile the archetype coalition,TS-AIR-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true,"Each derivative shall bind a primary archetype, supporting archetype functions, asset-derivative route, category grammar, psychological geometry, and tension progression as one versioned ArchetypeCoalitionContract.","Archetype registry trace, coalition compatibility, category crosswalk, and CBAR audit.",SRC-DOCT-002;SRC-DOCT-005;SRC-INT-003
FR-166,AHP,F28,Compile text-bearing content through Guest Voice DNA,Activative Intelligence Runtime,ST-12.03,Write and approve the Guest Voice DNA Final Script,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true,"JIT Skill script writers and Composers shall write or rewrite non-verbatim text through the active Guest Voice DNA, source evidence, Edge Product, archetype coalition, and Distillation Layers; verbatim quotations shall remain marked as verbatim.","Voice DNA version, source-span crosswalk, distillation trace, contrastive examples, and VoiceContinuity evaluation.",SRC-DOCT-002;SRC-DOCT-003;SRC-DOCT-006
FR-167,AHP,F28,Approve one archetype-coalition Final Script before composition,Activative Intelligence Runtime,ST-12.03,Write and approve the Guest Voice DNA Final Script,TS-AIR-015,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true,"No Composition IR, VideoEditProgram, animation scene program, visual generation demand, or renderer workspace may be compiled until one versioned Final Script passes source fidelity, Voice DNA, archetype, primitive, Activative, and operator approval gates.","Final Script review, source-fidelity evaluation, primitive receipt, archetype receipt, and operator decision.",SRC-DOCT-002;SRC-DOCT-004;SRC-INT-001
FR-168,AHP,F28,"Preserve role, tension, coalition, and Final Script lineage through every embodiment",Activative Intelligence Runtime,ST-12.04,Preserve doctrine lineage across embodiments,TS-AIR-016,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true,"Every content-bearing object and rendered artifact shall link to the PsychologicalRoleInTension contract, Matrix result, Primitive Coalition Contract, Archetype Coalition Contract, Final Script, source spans, and transformation history.","Lineage graph, selective invalidation tests, cross-format reuse receipts, and replay proof.",SRC-DOCT-001;SRC-DOCT-002;SRC-DOCT-009
FR-169,AHP,F29,Query current Meaning and Experience Primitive Families,Activative Intelligence Runtime,ST-12.05,Query Primitive Families and bind candidates,TS-AIR-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true,"Before script or composition strategy is selected, the Pipeline shall query eligible Meaning and Experience Primitive Families using source evidence, psychological role, tension, archetype, category, Brand Context Version, and execution stage.","Primitive registry queries, eligibility results, exclusions, and source-to-primitive rationale.",SRC-DOCT-007;SRC-DOCT-008;SRC-DOCT-009
FR-170,AHP,F29,Create explicit Primitive Bindings,Activative Intelligence Runtime,ST-12.05,Query Primitive Families and bind candidates,TS-AIR-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true,"Every selected primitive shall be bound with plane, family, role, activation reason, source evidence, suppression conditions, misuse risks, and evaluation targets.","Binding validation, source evidence, suppression tests, and primitive-role coverage.",SRC-DOCT-007;SRC-DOCT-008;SRC-DOCT-009
FR-171,AHP,F29,Compile the Primitive Coalition Contract before recipe selection,Activative Intelligence Runtime,ST-12.06,Compile coalition signature and Edge Product,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true,"Primary, supporting, suppression, and conflict bindings shall compile into one PrimitiveCoalitionContract with coalition intent, signature, coverage threshold, misuse threshold, source context, and content hash before Steering Recipes or composition methods are selected.","Coalition hash, coverage checks, conflict tests, recipe-compatibility tests, and operator inspection.",SRC-DOCT-001;SRC-DOCT-009;SRC-CUR-020
FR-172,AHP,F29,Emit Coalition Signature and Edge Product as measurable execution objects,Activative Intelligence Runtime,ST-12.06,Compile coalition signature and Edge Product,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true,"The coalition compiler shall emit the weighted family/candidate geometry, synergy, redundancy, routeability, and resulting Edge Product as separate measurable objects available to scripts, composition, evaluation, and learning.","Signature vectors, routeability scores, fatality fixtures, and category crosswalks.",SRC-DOCT-001;SRC-DOCT-005;SRC-DOCT-009
FR-173,AHP,F29,Build Steering Recipes from primitive coalitions,Activative Intelligence Runtime,ST-12.07,Retrieve Steering Recipes from the coalition,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true,"Steering Recipes shall be compiled or retrieved as execution strategies for a specific Primitive Coalition Contract, archetype coalition, composition state, embodiment, and known failure; they shall never act as the upstream source of the creative recipe.","Coalition-to-recipe crosswalk, hard negatives, retrieval receipt, and downstream decision lift.",SRC-CUR-020;SRC-DOCT-009;SRC-EXT-027
FR-174,AHP,F29,Emit Primitive Evaluation Receipts and misuse/fatality diagnosis,Activative Intelligence Runtime,ST-12.08,"Evaluate primitive coverage, misuse, and fatality",TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true,"Each script, composition, provider plan, render, sequence, and repair shall receive a Primitive Evaluation Receipt measuring required primitive coverage, misuse risk, coalition integrity, Edge Product survival, and responsible repair layer.","Primitive coverage benchmark, misuse corpus, coalition fatality cases, independent evaluation, and repair replay.",SRC-DOCT-009;SRC-DOCT-007;SRC-DOCT-008
FR-175,AHP,F30,Load Brand Genesis Session and active Brand Context Version,Activative Intelligence Runtime,ST-13.01,"Bind Brand Context, Voice DNA, and Visual DNA",TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true,"A brand-bound campaign shall resolve the accepted Brand Genesis Session outputs and one active Brand Context Version before script, visual research, primitive selection, or composition.","Brand version resolution, JIT inclusion receipt, replay, and supersession tests.",SRC-DOCT-003;SRC-INT-001
FR-176,AHP,F30,Apply Voice DNA and Visual DNA as separate composition contracts,Activative Intelligence Runtime,ST-13.01,"Bind Brand Context, Voice DNA, and Visual DNA",TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true,"Voice DNA shall constrain linguistic cadence, syntax, pressure, intimacy, and anti-draft behavior; Visual DNA shall constrain identity geometry, visual constitution, material language, color, typography, texture, motion, and visual Negative Space.","Contrastive Voice/Visual DNA fixtures, version pins, composition checks, and operator labels.",SRC-DOCT-002;SRC-DOCT-003;SRC-DOCT-004
FR-177,AHP,F30,Apply RSCS Distillation Layers before script approval,Activative Intelligence Runtime,ST-13.02,Run RSCS Distillation Layers,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true,"The JIT script pipeline shall apply explicit Distillation Layers implementing RSCS saturation, collision detection, compression, evaluation, and recursion so that source density survives reduction into category-native copy and scene programs.","Distillation traces, density benchmark, source-contact evaluation, and rejected centroid drafts.",SRC-DOCT-006;SRC-DOCT-001;SRC-INT-001
FR-178,AHP,F30,Use CCV for controlled archetype and composition variation,Activative Intelligence Runtime,ST-13.03,Generate controlled variation through CCV and SDA/SFL,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true,"Candidate generation shall vary explicit archetype, emotional register, Voice DNA register, intensity, audience maturity, representation geometry, and category-compatible composition axes while remaining anchored to RSCS-compressed truth and CBAR constraints.","Axis coordinates, diversity measures, source-fidelity checks, and comparative evaluation.",SRC-DOCT-005;SRC-DOCT-006;SRC-SPEC-001
FR-179,AHP,F30,Apply SDA and SFL crosswalks to semantic geometry and delivery function,Activative Intelligence Runtime,ST-13.03,Generate controlled variation through CCV and SDA/SFL,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true,"The Pipeline shall resolve current SDA invariants, representation and archetypal geometries, plus SFL function, compression, surface, and failure-corpus crosswalks for the active archetype, primitive coalition, category, and output surface.","SDA ontology crosswalk, SFL profile, failure-corpus tests, and surface comparison receipts.",SRC-DOCT-007;SRC-DOCT-008;SRC-DOCT-003
FR-180,AHP,F30,"Enforce Source Fidelity, Negative Space, and Edge Integrity across all handoffs",Activative Intelligence Runtime,ST-13.04,"Prove Source Fidelity, Negative Space, and Edge Integrity",TS-AIR-016,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true,"Every script, composition, edit, generation, render, and repair shall measure source fidelity, linguistic and visual Negative Space, focal and peripheral Edge Integrity, anti-centroid charge preservation, and the survival of the intended viewer role inside tension.","Cross-handoff doctrine receipts, anti-centroid benchmarks, negative-space metrics, Visual Syntax reparse, and operator calibration.",SRC-DOCT-001;SRC-DOCT-003;SRC-DOCT-004;SRC-DOCT-006
AIR-FR-001,AIR,F01,Declare exactly one activation domain,Program Control,AIR-ST-01.01,Establish activation-domain and truth-state authority,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false,"Every activative program and semantic object shall declare exactly one primary activation domain—source, relationship, audience, campaign, or derivative—and may reference other domains only through typed handoffs.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-001 | SRC-AHP-001 | SRC-DOCTRINE-001
AIR-FR-002,AIR,F01,Preserve field-level epistemic state,Program Control,AIR-ST-01.01,Establish activation-domain and truth-state authority,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false,"Every material field shall declare whether it is planned, observed, inferred, operator-confirmed, rejected, or superseded instead of inheriting one undifferentiated object status.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-001 | SRC-AHP-001 | SRC-DOCTRINE-001
AIR-FR-003,AIR,F01,Version and supersede semantic objects additively,Program Control,AIR-ST-01.02,Version semantic decisions without rewriting history,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false,Semantic changes shall create immutable successor versions with explicit supersession and invalidation edges; prior versions remain replayable.,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-001 | SRC-AHP-001 | SRC-DOCTRINE-001
AIR-FR-004,AIR,F01,Prevent planned intent from manufacturing observed truth,Program Control,AIR-ST-01.02,Version semantic decisions without rewriting history,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false,"The Runtime shall reject any transition that treats a Brief, hypothesis, intended role, or planned tag as evidence that a human expression or audience reaction occurred.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-001 | SRC-AHP-001 | SRC-DOCTRINE-001
AIR-FR-005,AIR,F01,Compile cross-domain semantic lineage,Program Control,AIR-ST-01.03,Prove lifecycle and epistemology claims,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false,"Every handoff between source, relationship, audience, campaign, and derivative activation shall preserve the originating objects, transformations, and authority boundaries.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-001 | SRC-AHP-001 | SRC-DOCTRINE-001
AIR-FR-006,AIR,F01,Issue lifecycle and epistemology evaluation receipts,Program Control,AIR-ST-01.03,Prove lifecycle and epistemology claims,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false,"Independent evaluation shall verify domain fit, epistemic correctness, lifecycle legality, and claim ceiling before a semantic object becomes eligible downstream.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-AI2-001 | SRC-AHP-001 | SRC-DOCTRINE-001
AIR-FR-007,AIR,F02,Load immutable identity and brand context references,Activative Intelligence Runtime,AIR-ST-02.01,"Assemble identity, audience, interviewer, and relationship context",TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false,"The Runtime shall resolve exact Identity DNA, Brand Context Version, Brand Genesis Session, Voice DNA, and Visual DNA references required by the current activation objective.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-BRAND-001 | SRC-RSCS-001 | SRC-CCV-001
AIR-FR-008,AIR,F02,Compile the audience Context Premise,Activative Intelligence Runtime,AIR-ST-02.01,"Assemble identity, audience, interviewer, and relationship context",TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false,"The Runtime shall represent the audience situation, self-perception, pressure, desired movement, probable defenses, and relationship stage as a versioned Context Premise.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-BRAND-001 | SRC-RSCS-001 | SRC-CCV-001
AIR-FR-009,AIR,F02,Represent Interviewer Resonance and relationship context,Activative Intelligence Runtime,AIR-ST-02.02,Compile Matrix broad signal and survived Edge Product,TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false,"Source activation shall include the interviewer’s real resonance, lived stake, curiosity, and current relationship context when those conditions materially affect the guest response.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-BRAND-001 | SRC-RSCS-001 | SRC-CCV-001
AIR-FR-010,AIR,F02,Compile the Matrix broad signal,Activative Intelligence Runtime,AIR-ST-02.02,Compile Matrix broad signal and survived Edge Product,TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false,"The Matrix compiler shall intersect guest truth, audience reality, interviewer or relationship resonance, and current objective to produce a broad signal before edge candidates are ranked.","exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",SRC-INT-001 | SRC-INT-002 | SRC-MOE-001 | SRC-BRAND-001 | SRC-RSCS-001 | SRC-CCV-001
