fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled
FR-131,AHP,F22,Preserve rejected and borderline expression evidence,Interview Expression,ST-02.03,Discover and approve Expression Moments,TS-INT-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-004,false
FR-132,AHP,F22,Compile an Expression Ingredient Inventory and Asset Package Spec,Interview Expression,ST-02.04,Compile the Expression Ingredient Inventory and Asset Package Spec,TS-INT-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-005,false
FR-133,AHP,F23,Compile one source-backed content-batch program,Atomic Harness Pipeline,ST-03.02,Compile the content batch and derivative jobs,TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false
FR-134,AHP,F23,Route approved expression material through eligible archetypes and Harnesses,Atomic Harness Pipeline,ST-03.03,"Route archetypes, reuse analysis, and prevent duplicate outputs",TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false
FR-135,AHP,F23,Create immutable derivative job contracts,Atomic Harness Pipeline,ST-03.02,Compile the content batch and derivative jobs,TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false
FR-136,AHP,F23,Share source analysis while preventing duplicate or conflicting derivatives,Atomic Harness Pipeline,ST-03.03,"Route archetypes, reuse analysis, and prevent duplicate outputs",TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false
FR-137,AHP,F23,"Represent Hunters, Analysts, Composers, and Commanders as bounded workflow roles",Atomic Harness Pipeline,ST-03.04,Execute explicit nodes and bounded production roles,TS-AHP-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-004,false
FR-138,AHP,F23,Propagate source or batch changes through selective invalidation,Atomic Harness Pipeline,ST-03.05,Propagate upstream change selectively,TS-AHP-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-005,false
FR-139,AHP,F24,Require talking-head A-roll as the base timeline for source-led shorts,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false
FR-140,AHP,F24,Select source spans by expression and archetype function,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false
FR-141,AHP,F24,Enforce word-boundary EDL and audio continuity,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false
FR-142,AHP,F24,"Compile evidence, B-roll, captions, and motion slots as source support",Atomic Harness Pipeline,ST-04.03,"Compile captions, evidence, B-roll, audio, and motion support",TS-VID-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-003,false
FR-143,AHP,F24,Evaluate rendered cut boundaries and whole-short coherence,Atomic Harness Pipeline,ST-04.06,Evaluate rendered boundaries and repair the short locally,TS-VID-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-006,false
FR-144,AHP,F24,Apply bounded short-video repair and operator revision,Atomic Harness Pipeline,ST-04.06,Evaluate rendered boundaries and repair the short locally,TS-VID-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-006,false
FR-145,AHP,F25,Produce source-grounded Carousel derivatives,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false
FR-146,AHP,F25,Produce source-grounded SuperVisual derivatives,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false
FR-147,AHP,F25,Produce source-grounded 2D animation derivatives without activating Format 02,Atomic Harness Pipeline,ST-05.04,Produce a truthful non-Format-02 animation derivative,TS-ANI-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ANI-001,false
FR-148,AHP,F25,"Label quotations, condensations, voiceovers, and generated derivatives truthfully",Atomic Harness Pipeline,ST-05.04,Produce a truthful non-Format-02 animation derivative,TS-ANI-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ANI-001,false
FR-149,AHP,F25,"Preserve cross-derivative identity, meaning, and batch continuity",Atomic Harness Pipeline,ST-05.05,Evaluate continuity and export derivative lineage,TS-BATCH-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BATCH-001,false
FR-150,AHP,F25,Export complete derivative lineage and usage evidence,Atomic Harness Pipeline,ST-05.05,Evaluate continuity and export derivative lineage,TS-BATCH-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BATCH-001,false
FR-151,AHP,F26,Compile natural-language operator revisions into typed change programs,Conscious Activations Studio,ST-10.03,Compile natural-language revision requests,TS-CAS-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-001,false
FR-152,AHP,F26,Convert direct manipulation into the same typed command path,Conscious Activations Studio,ST-10.04,Commit direct manipulation through selective rerun,TS-CAS-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-002,false
FR-153,AHP,F26,"Validate revision authority, scope, and minimality before execution",Conscious Activations Studio,ST-10.03,Compile natural-language revision requests,TS-CAS-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-001,false
FR-154,AHP,F26,Rerun only affected work and independently evaluate the result,Conscious Activations Studio,ST-10.04,Commit direct manipulation through selective rerun,TS-CAS-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-002,false
FR-155,AHP,F26,Emit a HumanResolutionEpisode for every meaningful human decision,Conscious Activations Studio,ST-10.05,Capture HumanResolutionEpisodes and use them as scoped programming material,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-003,false
FR-156,AHP,F26,Use human-resolution evidence for governed retrieval and Programmed Model improvement,Conscious Activations Studio,ST-10.05,Capture HumanResolutionEpisodes and use them as scoped programming material,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-003,false
FR-157,AHP,F27,Launch campaigns from source packages or Asset Package Specs,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false
FR-158,AHP,F27,Operate one shared Studio shell with category-native modules,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false
FR-159,AHP,F27,"Support AUTOPILOT, REVIEW_BEFORE_SHIP, CHECKPOINTED, and SHADOW modes",Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false
FR-160,AHP,F27,Provide exception-only review packages and attributable decisions,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false
FR-161,AHP,F27,"Ship, export, or publish only under explicit authority and evidence",Conscious Activations Studio,ST-10.08,Ship through bound Studio surfaces and publication authority,TS-CAS-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-006,false
FR-162,AHP,F27,Route each Harness to the correct supervisory surfaces and live read models,Conscious Activations Studio,ST-10.08,Ship through bound Studio surfaces and publication authority,TS-CAS-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-006,false
FR-163,AHP,F28,Declare the viewer psychological role inside a named tension,Activative Intelligence Runtime,ST-12.01,Declare role-in-tension and compile Matrix of Edging,TS-AIR-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true
FR-164,AHP,F28,"Compile broad signal, coalition signature, and Edge Product through Matrix of Edging",Activative Intelligence Runtime,ST-12.01,Declare role-in-tension and compile Matrix of Edging,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true
FR-165,AHP,F28,Compile an archetype coalition for every derivative,Activative Intelligence Runtime,ST-12.02,Compile the archetype coalition,TS-AIR-006,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true
FR-166,AHP,F28,Compile text-bearing content through Guest Voice DNA,Activative Intelligence Runtime,ST-12.03,Write and approve the Guest Voice DNA Final Script,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true
FR-167,AHP,F28,Approve one archetype-coalition Final Script before composition,Activative Intelligence Runtime,ST-12.03,Write and approve the Guest Voice DNA Final Script,TS-AIR-015,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true
FR-168,AHP,F28,"Preserve role, tension, coalition, and Final Script lineage through every embodiment",Activative Intelligence Runtime,ST-12.04,Preserve doctrine lineage across embodiments,TS-AIR-016,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-ARC-001,true
FR-169,AHP,F29,Query current Meaning and Experience Primitive Families,Activative Intelligence Runtime,ST-12.05,Query Primitive Families and bind candidates,TS-AIR-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true
FR-170,AHP,F29,Create explicit Primitive Bindings,Activative Intelligence Runtime,ST-12.05,Query Primitive Families and bind candidates,TS-AIR-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true
FR-171,AHP,F29,Compile the Primitive Coalition Contract before recipe selection,Activative Intelligence Runtime,ST-12.06,Compile coalition signature and Edge Product,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true
FR-172,AHP,F29,Emit Coalition Signature and Edge Product as measurable execution objects,Activative Intelligence Runtime,ST-12.06,Compile coalition signature and Edge Product,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true
FR-173,AHP,F29,Build Steering Recipes from primitive coalitions,Activative Intelligence Runtime,ST-12.07,Retrieve Steering Recipes from the coalition,TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true
FR-174,AHP,F29,Emit Primitive Evaluation Receipts and misuse/fatality diagnosis,Activative Intelligence Runtime,ST-12.08,"Evaluate primitive coverage, misuse, and fatality",TS-AIR-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PRIM-001,true
FR-175,AHP,F30,Load Brand Genesis Session and active Brand Context Version,Activative Intelligence Runtime,ST-13.01,"Bind Brand Context, Voice DNA, and Visual DNA",TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true
FR-176,AHP,F30,Apply Voice DNA and Visual DNA as separate composition contracts,Activative Intelligence Runtime,ST-13.01,"Bind Brand Context, Voice DNA, and Visual DNA",TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true
FR-177,AHP,F30,Apply RSCS Distillation Layers before script approval,Activative Intelligence Runtime,ST-13.02,Run RSCS Distillation Layers,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true
FR-178,AHP,F30,Use CCV for controlled archetype and composition variation,Activative Intelligence Runtime,ST-13.03,Generate controlled variation through CCV and SDA/SFL,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true
FR-179,AHP,F30,Apply SDA and SFL crosswalks to semantic geometry and delivery function,Activative Intelligence Runtime,ST-13.03,Generate controlled variation through CCV and SDA/SFL,TS-AIR-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true
FR-180,AHP,F30,"Enforce Source Fidelity, Negative Space, and Edge Integrity across all handoffs",Activative Intelligence Runtime,ST-13.04,"Prove Source Fidelity, Negative Space, and Edge Integrity",TS-AIR-016,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-BRAND-001,true
AIR-FR-001,AIR,F01,Declare exactly one activation domain,Program Control,AIR-ST-01.01,Establish activation-domain and truth-state authority,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false
AIR-FR-002,AIR,F01,Preserve field-level epistemic state,Program Control,AIR-ST-01.01,Establish activation-domain and truth-state authority,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false
AIR-FR-003,AIR,F01,Version and supersede semantic objects additively,Program Control,AIR-ST-01.02,Version semantic decisions without rewriting history,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false
AIR-FR-004,AIR,F01,Prevent planned intent from manufacturing observed truth,Program Control,AIR-ST-01.02,Version semantic decisions without rewriting history,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false
AIR-FR-005,AIR,F01,Compile cross-domain semantic lineage,Program Control,AIR-ST-01.03,Prove lifecycle and epistemology claims,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false
AIR-FR-006,AIR,F01,Issue lifecycle and epistemology evaluation receipts,Program Control,AIR-ST-01.03,Prove lifecycle and epistemology claims,TS-AIR-001,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-001,false
AIR-FR-007,AIR,F02,Load immutable identity and brand context references,Activative Intelligence Runtime,AIR-ST-02.01,"Assemble identity, audience, interviewer, and relationship context",TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false
AIR-FR-008,AIR,F02,Compile the audience Context Premise,Activative Intelligence Runtime,AIR-ST-02.01,"Assemble identity, audience, interviewer, and relationship context",TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false
AIR-FR-009,AIR,F02,Represent Interviewer Resonance and relationship context,Activative Intelligence Runtime,AIR-ST-02.02,Compile Matrix broad signal and survived Edge Product,TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false
AIR-FR-010,AIR,F02,Compile the Matrix broad signal,Activative Intelligence Runtime,AIR-ST-02.02,Compile Matrix broad signal and survived Edge Product,TS-AIR-002,CA-AIR-PRD-V2.1,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AIR-002,false
