fr_id,feature_id,title,lifecycle,normative_requirement,trigger_preconditions,required_output_state,authority_invariants,positive_acceptance,adversarial_denial,required_evidence,decisions,sources,primary_story,candidate_tech_spec
FR-084,F14,Use predecessor Format 02 assets only as historical migration evidence,AMENDED_V1_1,"The predecessor golden path, object spine, schemas, tests, dry-run adapters, and synthetic outputs may be preserved for migration and future benchmark design but shall not imply current approval, real rendering, production readiness, or certification.",Predecessor Format 02 files or receipts are imported into the new repository.,"File-level dispositions, historical test namespace, prohibited-claim checks, and future benchmark candidates.",Fake or dry-run artifacts remain unmistakable. | Historical receipts are not rewritten. | Current claims remain false.,"Given a dry-run fixture, when migrated, then its artifact class is historical_synthetic and it can only test contract behavior.","Given a synthetic URI or old approval flag, when a release report is generated, then it is excluded from real-output and readiness evidence.","Migration manifest, artifact classification, test isolation, and claim-ceiling validation.",D031;D051,SRC-MIG-001;SRC-AM-001,ST-11.01,TS-REL-001
FR-085,F15,Emit immutable source-grounded Visual Asset Demands through Delegation,AMENDED_V1_1,"When a source-backed content job lacks or must repair a visual ingredient, the Pipeline shall emit an immutable Visual Asset Demand through Delegation containing the exact source lineage, semantic and composition role, asset family, geometry need, permitted variation, preservation locks, budget, deadline, and evaluation contract.","A Workflow Node proves that an accepted composition or edit requires an unavailable, incompatible, or failed visual ingredient.","A versioned Delegation request linked to the source package, Expression Moment or evidence object, Harness, node, and composition/timeline program.",Pipeline does not plan VAE production strategy. | The demand cannot mutate source meaning. | Source-derived identity/expression references remain attributable.,"Given a Carousel slide requiring a source-grounded portrait cutout, when the asset is unavailable, then the demand includes the exact keyframe/source-time reference and intended composition region.","Given an agent that decides to generate a decorative image without an accepted role or demand, when admission runs, then Delegation is not invoked.","Demand hash, lineage graph, authority check, budget reservation, and Delegation submission receipt.",D004;D028;D030;D044;D050,SRC-CUR-014;SRC-CUR-016;SRC-CUR-022;SRC-AM-002;SRC-INT-001,ST-08.01,TS-DEL-001
FR-086,F15,Consume VAE Asset Results with image-conditioned geometry,AMENDED_V1_1,"The Pipeline shall consume accepted VAE Asset Results only after validating request/result identity, source and derivative lineage, asset-family scope, measured geometry, masks, gaze or motion, depth/layers, validated crops, negative-space regions, limitations, evaluation evidence, and downstream compatibility.",Delegation returns a candidate or accepted Asset Result.,A validated production-asset reference and geometry pack eligible for the requesting Composition or VideoEditProgram.,An asset result cannot silently change the demand. | Limitations remain visible downstream. | The producing model cannot self-approve.,"Given a returned portrait derivative, when validation passes, then the Pipeline can place it using measured face/subject BBOXes and validated crop data without rerunning the producer.","Given a visually attractive asset with missing demand identity or evaluator evidence, when continuation is requested, then the Pipeline blocks the downstream node.","Demand/result match report, geometry validation, evaluator receipts, artifact hashes, and acknowledgement/usage receipt.",D004;D028;D030;D044;D050,SRC-CUR-014;SRC-CUR-016;SRC-CUR-018;SRC-CUR-022,ST-08.01,TS-DEL-001
FR-087,F15,Keep SAM3 execution inside the Visual Asset Editor,AMENDED_V1_1,"SAM3 segmentation and tracking shall be implemented, versioned, evaluated, and operated by the Visual Asset Editor behind its provider and capability interfaces; the Pipeline owns only demand, result, health, and receipt integration.",A VAE route requires concept-conditioned segmentation or tracking.,"VAE-owned masks, tracks, geometry evidence, model/runtime identities, and Asset Result references.",No SAM3 worker is implemented inside Pipeline core. | Pipeline does not claim VAE provider capability. | Provider output remains independently evaluated.,"Given a VAE plan selecting SAM3, when the worker succeeds, then the Pipeline receives only the contract-defined result and evidence.","Given a Pipeline node attempting to call SAM3 directly to bypass VAE planning, when ownership validation runs, then the action is denied.","Product-boundary test, VAE capability receipt, Delegation result, and Pipeline consumer conformance.",D004;D050,SRC-CUR-013;SRC-CUR-015;SRC-CUR-016;SRC-MIG-001,ST-08.02,TS-VAE-BOUND-001
FR-088,F15,Keep Lucida matting evaluation inside the Visual Asset Editor,AMENDED_V1_1,"Lucida or any replacement matting provider may be evaluated and, if authorized, executed only within the VAE capability registry and production plan; the Pipeline shall not own provider selection or matting semantics.",The VAE determines that alpha refinement is required for an asset family and route.,"VAE-owned matte artifacts, benchmark/evaluation evidence, limitations, and Asset Result bindings.",License and model evidence must be approved. | Provider choice remains VAE-owned. | Pipeline sees only typed result status and artifacts.,"Given an approved Lucida capability and a typography cutout demand, when VAE executes, then matte evidence is packaged with the result.","Given an unreviewed model or license, when a production plan tries to bind it, then VAE blocks before execution and Pipeline receives a typed blocker.","Capability registry state, benchmark report, dependency adoption review, output hashes, and result receipt.",D004;D050,SRC-CUR-013;SRC-CUR-015;SRC-CUR-016;SRC-MIG-001,ST-08.02,TS-VAE-BOUND-001
FR-089,F15,Keep layered visual generation and GNM behind VAE capability routing,AMENDED_V1_1,"Layered image providers, ComfyUI workflows, and Google GNM facial-geometry references shall remain VAE-owned capabilities selected by the Visual Production Plan; they are not Pipeline, Interview Expression, or identity-authority components.","A Visual Asset Demand requires layer-separated generation, controlled facial geometry, expression reference, pose/gaze reference, or another specialist visual route.","VAE plan decisions, bounded provider artifacts, geometry/reference passes, evaluation, and Asset Result lineage.","GNM does not infer human identity or emotional truth. | Real-person identity comes from approved source references and fitting evidence, not demographic sampling. | Provider outputs cannot approve themselves.","Given an approved source-backed Expression Moment and demand for a controlled head-pose reference, when VAE selects GNM, then the resulting mesh/render references preserve source identity lineage and are labeled geometric controls.","Given a request to generate a real coach identity from GNM demographic labels, when validation runs, then the route is prohibited.","VAE route receipt, source-reference binding, GNM/version identity, geometry outputs, fairness/limitation acknowledgement, and independent evaluation.",D004;D050,SRC-CUR-015;SRC-CUR-016;SRC-EXT-026;SRC-AM-002;SRC-MIG-001,ST-08.02,TS-VAE-BOUND-001
FR-090,F15,Validate Asset Results and downstream usage before continuation,AMENDED_V1_1,"The Pipeline shall resume composition only after the VAE result passes demand identity, authority, source lineage, geometry, evaluation, artifact integrity, supersession, and usage-acknowledgement checks.","A VAE result is proposed for use by a static, temporal, or animation derivative.","An accepted production asset binding, downstream usage record, invalidation dependencies, or typed rejection.",Result-ready is not completed until downstream acknowledgement where required. | Rejected assets remain historical. | Supersession invalidates only affected descendants.,"Given an evaluated result with complete geometry, when the requesting program acknowledges exact use, then the Pipeline resumes and records the consumption relationship.","Given a superseded or revoked asset, when a cached composition attempts to use it, then eligibility fails and only affected descendants are invalidated.","Validation report, usage acknowledgement, asset/version lineage, and selective invalidation receipt.",D004;D028;D030;D044;D050,SRC-CUR-014;SRC-CUR-018;SRC-CUR-019;SRC-CUR-022,ST-08.01,TS-DEL-001
FR-091,F16,Verify mechanically decidable conditions,PRESERVED_AND_DEEPENED,"Contracts, geometry, text fit, timing, source lineage, tool use, export and execution-envelope conditions shall use deterministic verification.","When a validated run, planning action, or operator request requires `Verify mechanically decidable conditions` within feature F16.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Producer cannot approve itself. | Failure attribution distinguishes retrieval/model/tool/runtime/evaluator. | Repair changes only permitted units.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then contracts, geometry, text fit, timing, source lineage, tool use, export and execution-envelope conditions shall use deterministic verification and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",D023;D024;D025;D035;D036;D040,SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023,ST-09.01,TS-EVAL-001
FR-092,F16,Evaluate judgment dimensions independently,PRESERVED_AND_DEEPENED,"Separate evaluators shall assess semantic fidelity, Activative function, category-native grammar, composition, temporal effect and wrong-reading risk.","When a validated run, planning action, or operator request requires `Evaluate judgment dimensions independently` within feature F16.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Producer cannot approve itself. | Failure attribution distinguishes retrieval/model/tool/runtime/evaluator. | Repair changes only permitted units.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then separate evaluators shall assess semantic fidelity, Activative function, category-native grammar, composition, temporal effect and wrong-reading risk and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",D023;D024;D025;D035;D036;D040,SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023,ST-09.01,TS-EVAL-001
FR-093,F16,Reparse rendered Visual Syntax,PRESERVED_AND_DEEPENED,"Static and temporal outputs shall be parsed back into observed BBOX, hierarchy, reading-order and timing evidence for comparison with the intended contract.","When a validated run, planning action, or operator request requires `Reparse rendered Visual Syntax` within feature F16.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Producer cannot approve itself. | Failure attribution distinguishes retrieval/model/tool/runtime/evaluator. | Repair changes only permitted units.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then static and temporal outputs shall be parsed back into observed BBOX, hierarchy, reading-order and timing evidence for comparison with the intended contract and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",D023;D024;D025;D035;D036;D040,SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023,ST-09.02,TS-EVAL-002
FR-094,F16,Attribute failures to responsible layers,PRESERVED_AND_DEEPENED,"Diagnosis shall distinguish knowledge, retrieval, context, Programmed Model, tool, runtime, VAE and evaluator defects.","When a validated run, planning action, or operator request requires `Attribute failures to responsible layers` within feature F16.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Producer cannot approve itself. | Failure attribution distinguishes retrieval/model/tool/runtime/evaluator. | Repair changes only permitted units.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then diagnosis shall distinguish knowledge, retrieval, context, Programmed Model, tool, runtime, VAE and evaluator defects and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",D023;D024;D025;D035;D036;D040,SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023,ST-09.02,TS-EVAL-002
FR-095,F16,Repair only declared units,PRESERVED_AND_DEEPENED,A repair shall change only the diagnosed unit and its permitted dependent units while preserving already-valid relationships.,"When a validated run, planning action, or operator request requires `Repair only declared units` within feature F16.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Producer cannot approve itself. | Failure attribution distinguishes retrieval/model/tool/runtime/evaluator. | Repair changes only permitted units.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then a repair shall change only the diagnosed unit and its permitted dependent units while preserving already-valid relationships and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",D023;D024;D025;D035;D036;D040,SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023,ST-09.03,TS-EVAL-003
FR-096,F16,Escalate human-owned conflicts,PRESERVED_AND_DEEPENED,"Unresolved taste, new meaning, identity/operator source authorization and policy exceptions shall route to attributable human authority.","When a validated run, planning action, or operator request requires `Escalate human-owned conflicts` within feature F16.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Producer cannot approve itself. | Failure attribution distinguishes retrieval/model/tool/runtime/evaluator. | Repair changes only permitted units.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then unresolved taste, new meaning, identity/operator source authorization and policy exceptions shall route to attributable human authority and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",D023;D024;D025;D035;D036;D040,SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023,ST-09.03,TS-EVAL-003
FR-097,F17,Persist complete production and human-resolution episodes,AMENDED_V1_1,"Each accepted, rejected, repaired, escalated, and human-resolved production episode shall link the source package, Harness, run state, JIT Capsule, candidates, exact tool operations, renders, evaluations, decision authority, result, and downstream outcome.","A node, candidate portfolio, operator action, or campaign reaches a decision or terminal state.","Immutable ProductionEpisode and, where human authority acted, HumanResolutionEpisode records.",UI actions cannot disappear as anonymous state. | Human scope and rationale remain explicit. | No episode mutates live models or canonical doctrine.,"Given an operator moves a cut and accepts the preview, when the action commits, then the episode records before/after program state, exact tool command, affected nodes, evaluation, and acceptance scope.","Given a manual change with no attributable authority or before-state identity, when persistence is requested, then the change cannot become accepted state.","Episode hash, before/after references, tool/process receipts, human authority, and result lineage.",D017;D024;D025;D026;D047,SRC-CUR-020;SRC-AM-001;SRC-AM-002,ST-10.01,TS-LEARN-001
FR-098,F17,Attribute learning opportunities to the responsible layer,AMENDED_V1_1,"The system shall diagnose whether an episode indicates a source, knowledge, retrieval, context, Skill, Steering Recipe, Programmed Model, tool, runtime, VAE, evaluator, or human-policy opportunity before it enters any learning queue.",A production or human-resolution episode is closed.,"A typed attribution record, candidate programming-material dispositions, and excluded interpretations.",Visible symptoms are not automatically assigned to the model. | Attribution can remain uncertain or multi-causal. | Promotion requires later evidence.,"Given a bad crop caused by a wrong geometry measurement, when diagnosis runs, then the episode is attributed to measurement/runtime rather than used to teach a taste model.","Given a single operator rejection with no reason, when attribution is ambiguous, then the system stores it as scoped preference evidence but does not promote a universal recipe.","Diagnosis report, responsible-layer confidence, excluded alternatives, and human review where required.",D017;D024;D025;D026;D047,SRC-CUR-020;SRC-AM-001;SRC-EXT-001;SRC-EXT-005,ST-10.01,TS-LEARN-001
FR-099,F17,Compile operator-authorized versioned programming-material corpora,AMENDED_V1_1,"Supervised demonstrations, preference pairs, hard negatives, repair trajectories, retrieval-obedience cases, and revision-program examples shall be built offline from eligible episodes with exact source authority, operator source authorization, provenance, scope, splits, hashes, and invalidation.",A model or evaluator team requests a dataset build for a bounded capability claim.,"Versioned corpus manifest, training/validation/test partitions, exclusions, source authority/operator source authorization scope, and source episode references.",Real-human source authority govern downstream training. | Protected test data is isolated. | No live-production mutation occurs.,"Given approved video-revision episodes, when a corpus is built, then source authority and identity scope are checked and the test split remains unavailable to the producer.","Given an episode whose operator source authorization does not permit model training, when dataset selection runs, then it is excluded while remaining available for allowed operational audit if permitted.","Dataset manifest, operator-declared source authority report, split hashes, deduplication, leakage tests, and build receipt.",D017;D024;D025;D026;D047,SRC-CUR-020;SRC-AM-001,ST-10.02,TS-LEARN-002
FR-100,F17,Capture human preferences and corrections with explicit scope,AMENDED_V1_1,"Every operator approval, rejection, candidate selection, natural-language revision, direct manipulation, tool override, taste explanation, and publication decision shall produce a HumanResolutionEpisode whose applicability scope is explicit and nonuniversal by default.",A human takes an authorized action in any Studio surface or review queue.,"A HumanResolutionEpisode with request, before/after state, operations, reasons, authority, learning scope, and candidate dispositions.",One decision never silently becomes universal doctrine. | Direct UI manipulation and text requests produce equivalent evidence quality. | Human identity is never synthesized on replay.,"Given a Carousel slide reorder, when the operator commits it, then the exact order change and stated reason are recorded with category/profile scope.","Given an operator drag event without a resolved project/run/authority identity, when commit is attempted, then the UI must request resolution rather than writing anonymous state.","Episode record, authority scope, exact changes, tool program, evaluation, and acceptance.",D017;D024;D025;D026;D047,SRC-AM-001;SRC-AM-002,ST-10.02,TS-LEARN-002
FR-101,F17,Promote Steering Recipes only through repeated evidence,AMENDED_V1_1,"Repeated successful, scoped interventions may advance a Steering Recipe through proposed, experimental, validated, shadow, limited-production, production, deprecated, and retired states with control comparisons, regression cases, human authority, and rollback.",Episode analysis identifies a recurring condition/intervention pattern.,"A versioned Steering Recipe proposal or lifecycle transition with applicability, preserved properties, evidence, controls, failures, and rollback.",A raw winning prompt is not a recipe. | A single success cannot change defaults. | Contradictory and failed evidence remains linked.,"Given ten comparable hierarchy repairs and controls showing consistent improvement, when promotion is reviewed, then the recipe may enter shadow with exact scope and rollback.","Given one visually appealing result and no control or failure cases, when promotion is requested, then the recipe remains proposed.","Recipe evidence ledger, control comparison, regression suite, human promotion receipt, and rollback package.",D017;D024;D025;D026;D047,SRC-CUR-020;SRC-AM-001,ST-10.02,TS-LEARN-002
FR-102,F17,Prohibit uncontrolled online mutation while enabling automatic evidence capture,AMENDED_V1_1,"Production may automatically append immutable episodes, retrieval indexes, and programming-material eligibility records, but it shall not rewrite model weights, canonical Skills, Steering Recipes, authority rules, or production defaults without an offline evaluated release and human authorization.",A production episode or human correction completes.,"Automatic evidence/index updates and, separately, an offline promotion candidate if eligible.",Capture is automatic; promotion is not. | Historical evidence remains immutable. | Release rollback is always possible.,"Given an accepted correction, when the episode closes, then retrieval can find it immediately while the production model remains unchanged.","Given a service attempting to update an adapter checkpoint directly from a live click stream, when policy enforcement runs, then the mutation is blocked and incident evidence is recorded.","Mutation-denial tests, index update receipt, model artifact immutability checks, and promotion workflow.",D017;D024;D025;D026;D047,SRC-CUR-020;SRC-AM-001,ST-10.02,TS-LEARN-002
FR-103,F18,Emit composite execution-stack fingerprints,PRESERVED_AND_DEEPENED,"Every node attempt shall record the authorized and resolved model, context, tools, retrieval indexes, runtime, precision, hardware and evaluator identities.","When a validated run, planning action, or operator request requires `Emit composite execution-stack fingerprints` within feature F18.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Every side effect is observable. | Material changes trigger focused regression. | Incidents quarantine only affected claims.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then every node attempt shall record the authorized and resolved model, context, tools, retrieval indexes, runtime, precision, hardware and evaluator identities and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",D032;D033;D034;D037;D038,SRC-CUR-010;SRC-EXT-001,ST-06.02,TS-AHP-007
FR-104,F18,Execute inside declared sandboxes,PRESERVED_AND_DEEPENED,"Nodes shall have explicit file, network, tool, cache, time, compute and side-effect permissions.","When a validated run, planning action, or operator request requires `Execute inside declared sandboxes` within feature F18.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Every side effect is observable. | Material changes trigger focused regression. | Incidents quarantine only affected claims.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then nodes shall have explicit file, network, tool, cache, time, compute and side-effect permissions and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",D032;D033;D034;D037;D038,SRC-CUR-010;SRC-EXT-001,ST-06.02,TS-AHP-007
FR-105,F18,Record observable process receipts,PRESERVED_AND_DEEPENED,"Tool calls, resource access, state mutations, validation calls, denied actions and external requests shall be independently logged.","When a validated run, planning action, or operator request requires `Record observable process receipts` within feature F18.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Every side effect is observable. | Material changes trigger focused regression. | Incidents quarantine only affected claims.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then tool calls, resource access, state mutations, validation calls, denied actions and external requests shall be independently logged and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",D032;D033;D034;D037;D038,SRC-CUR-010;SRC-EXT-001,ST-06.02,TS-AHP-007
FR-106,F18,Revalidate material changes,PRESERVED_AND_DEEPENED,"Changes to models, prompts, retrieval, tools, quantization, preprocessing, evaluator or runtime semantics shall trigger focused regression.","When a validated run, planning action, or operator request requires `Revalidate material changes` within feature F18.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Every side effect is observable. | Material changes trigger focused regression. | Incidents quarantine only affected claims.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then changes to models, prompts, retrieval, tools, quantization, preprocessing, evaluator or runtime semantics shall trigger focused regression and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",D032;D033;D034;D037;D038,SRC-CUR-010;SRC-EXT-001,ST-06.03,TS-AHP-007
FR-107,F18,Monitor production signals,PRESERVED_AND_DEEPENED,"The system shall track hard-gate failures, acceptance, candidates per result, repairs, escalations, retrieval errors, cost, latency and evaluator disagreement.","When a validated run, planning action, or operator request requires `Monitor production signals` within feature F18.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Every side effect is observable. | Material changes trigger focused regression. | Incidents quarantine only affected claims.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the system shall track hard-gate failures, acceptance, candidates per result, repairs, escalations, retrieval errors, cost, latency and evaluator disagreement and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",D032;D033;D034;D037;D038,SRC-CUR-010;SRC-EXT-001,ST-06.03,TS-AHP-007
FR-108,F18,Contain and restore incidents,PRESERVED_AND_DEEPENED,"Affected claims may be quarantined, routed to a known-good fallback and restored only after regression evidence and release approval.","When a validated run, planning action, or operator request requires `Contain and restore incidents` within feature F18.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Every side effect is observable. | Material changes trigger focused regression. | Incidents quarantine only affected claims.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then affected claims may be quarantined, routed to a known-good fallback and restored only after regression evidence and release approval and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",D032;D033;D034;D037;D038,SRC-CUR-010;SRC-EXT-001,ST-06.03,TS-AHP-007
FR-109,F19,Expose source-to-batch run and graph projections,AMENDED_V1_1,"The Studio Control Tower shall show the Canonical Interview Source Package, content-batch jobs, Harnesses, phases, Workflow Nodes, bounded roles, owners, status, blockers, costs, artifacts, source-time lineage, and exact execution evidence.","An operator opens a project, source package, campaign, or run.","Live read models for source, batch, run graph, artifacts, evidence, human gates, and next admissible actions.",Read models do not become authority stores. | Synthetic/dry-run/real artifact classes are unmistakable. | Role labels do not hide actual execution actors.,"Given one interview producing a short, Carousel, and SuperVisual, when the batch board opens, then the operator can trace every output to the same source package and exact source spans.","Given a UI fixture or stale projection that cannot prove its source state, when displayed, then it is labeled nonauthoritative and cannot drive a command.","Read-model consistency tests, realtime event mapping, source-lineage drill-down, and projection freshness receipts.",D005;D024;D031;D038;D046;D048;D052,SRC-AM-001;SRC-AM-002;SRC-INT-001;SRC-MIG-001,ST-10.06,TS-CAS-004
FR-110,F19,Provide category-native supervisory previews over canonical programs,AMENDED_V1_1,"Static, video, interview, VAE, and knowledge/model Studio modules shall display the current canonical programs, source evidence, assets, candidates, evaluations, repairs, and allowed human actions without owning hidden production state.",A run reaches a reviewable state or an operator enters a category-native Studio.,"Interactive projections of Composition IR, VideoEditProgram, source transcript/time map, VAE demands/results, and model/retrieval evidence.",UI state round-trips into typed commands. | Reopening reconstructs from canonical records. | Direct manipulation cannot bypass validation.,"Given a video cut moved by drag, when committed, then the Studio emits the same typed ChangeRequestProgram as an equivalent natural-language request.","Given a timeline edit stored only in browser memory, when the page reloads, then it is not accepted and the canonical timeline remains unchanged.","Round-trip tests, command receipts, reload/replay tests, and UI/canonical-state consistency.",D005;D024;D031;D048;D049,SRC-AM-001;SRC-MIG-001;SRC-EXT-021;SRC-EXT-022,ST-10.06,TS-CAS-004
FR-111,F19,Apply Harness autonomy modes and explicit human gates,AMENDED_V1_1,"Each campaign shall operate in AUTOPILOT, REVIEW_BEFORE_SHIP, CHECKPOINTED, or SHADOW mode, pausing only at declared human authority nodes, genuine exceptions, budget or policy changes, or unresolved taste boundaries.",A campaign is launched or a node encounters a human-owned condition.,"An autonomy-policy binding, human-gate records, exception package, and resume decision.",Mature Harnesses target exception-only supervision. | Humans are not asked to approve deterministic facts. | No publication occurs beyond the mode’s authority.,"Given REVIEW_BEFORE_SHIP mode, when all production nodes pass, then one final acceptance is requested without intermediate pauses unless a genuine exception occurred.","Given SHADOW mode, when all outputs pass evaluation, then publication remains prohibited.","Autonomy binding, pause/resume logs, authority tests, and publication-denial receipt.",D005;D024;D048,SRC-AM-001;SRC-AM-002,ST-10.07,TS-CAS-005
FR-112,F19,"Inspect retrieval, Skills, recipes, Programmed Models, and exclusions",AMENDED_V1_1,"Operators shall be able to inspect the JIT Capsule, retrieved Skills and Steering Recipes, authority filters, exclusions, contradictory evidence, model claim envelope, benchmark evidence, limitations, fallbacks, and the reason each item influenced the current decision.","A learned, retrieval-backed, or taste-bearing node is reviewed.",A human-readable evidence view linked to exact retrieval and model receipts.,Similarity never appears as authority. | Protected evaluator internals remain hidden. | Unavailable context is disclosed.,"Given a static strategy proposal, when inspected, then the operator sees the selected Skill, two eligible recipes, one relevant negative precedent, and the exact exclusions.","Given a semantically similar but wrong-category recipe, when the operator inspects retrieval, then it appears only in the exclusion evidence and not the active JIT Capsule.","Retrieval receipt, claim manifest, benchmark links, and UI evidence tests.",D005;D024;D048,SRC-CUR-020;SRC-EXT-027;SRC-EXT-028;SRC-AM-002,ST-10.06,TS-CAS-004
